Model Year,Regulatory Class,Vehicle Type,Reported quantity,Reported value
1995,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),379.109
1995,Truck,All Truck,Real-world CO2 emissions (g/mi),524.239
1995,Truck,Pickup,Real-world CO2 emissions (g/mi),526.16
1995,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),491.592
1995,Truck,Truck SUV,Real-world CO2 emissions (g/mi),555.496
1995,Car,Car SUV,Real-world CO2 emissions (g/mi),498.939
1996,All,All,Real-world CO2 emissions (g/mi),435.007
1996,Car,All Car,Real-world CO2 emissions (g/mi),384.442
1996,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),380.888
1996,Truck,All Truck,Real-world CO2 emissions (g/mi),518.251
1996,Truck,Pickup,Real-world CO2 emissions (g/mi),518.397
1996,Truck,Truck SUV,Real-world CO2 emissions (g/mi),547.679
1996,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),484.579
1996,Car,Car SUV,Real-world CO2 emissions (g/mi),482.161
1997,All,All,Real-world CO2 emissions (g/mi),441.06
1997,Car,All Car,Real-world CO2 emissions (g/mi),383.654
1997,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),380.263
1997,Truck,All Truck,Real-world CO2 emissions (g/mi),527.682
1997,Truck,Pickup,Real-world CO2 emissions (g/mi),527.866
1997,Truck,Truck SUV,Real-world CO2 emissions (g/mi),550.922
1997,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),488.955
1997,Car,Car SUV,Real-world CO2 emissions (g/mi),462.023
1998,All,All,Real-world CO2 emissions (g/mi),442.261
1998,Car,All Car,Real-world CO2 emissions (g/mi),386.138
1998,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),380.373
1998,Truck,All Truck,Real-world CO2 emissions (g/mi),520.675
1998,Truck,Pickup,Real-world CO2 emissions (g/mi),522.936
1998,Truck,Truck SUV,Real-world CO2 emissions (g/mi),549.855
1998,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),475.324
1998,Car,Car SUV,Real-world CO2 emissions (g/mi),487.241
1999,All,All,Real-world CO2 emissions (g/mi),451.264
1999,Car,All Car,Real-world CO2 emissions (g/mi),391.539
1999,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),386.374
1999,Truck,All Truck,Real-world CO2 emissions (g/mi),534.645
1999,Truck,Pickup,Real-world CO2 emissions (g/mi),545.716
1999,Truck,Truck SUV,Real-world CO2 emissions (g/mi),552.877
1999,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),486.202
1999,Car,Car SUV,Real-world CO2 emissions (g/mi),480.118
2000,All,All,Real-world CO2 emissions (g/mi),449.586
2000,Car,All Car,Real-world CO2 emissions (g/mi),394.798
2000,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),387.913
2000,Truck,All Truck,Real-world CO2 emissions (g/mi),527.743
2000,Truck,Pickup,Real-world CO2 emissions (g/mi),533.656
2000,Truck,Truck SUV,Real-world CO2 emissions (g/mi),555.213
2000,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),477.573
2000,Car,Car SUV,Real-world CO2 emissions (g/mi),496.639
2001,All,All,Real-world CO2 emissions (g/mi),452.921
2001,Car,All Car,Real-world CO2 emissions (g/mi),392.719
2001,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),385.718
2001,Truck,All Truck,Real-world CO2 emissions (g/mi),538.202
2001,Truck,Truck SUV,Real-world CO2 emissions (g/mi),541.449
2001,Truck,Pickup,Real-world CO2 emissions (g/mi),557.063
2001,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),492.523
2001,Car,Car SUV,Real-world CO2 emissions (g/mi),471.891
2002,All,All,Real-world CO2 emissions (g/mi),456.904
2002,Car,All Car,Real-world CO2 emissions (g/mi),390.206
2002,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),385.115
2002,Truck,All Truck,Real-world CO2 emissions (g/mi),539.249
2002,Truck,Truck SUV,Real-world CO2 emissions (g/mi),544.903
2002,Truck,Pickup,Real-world CO2 emissions (g/mi),564.159
2002,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),475.241
2002,Car,Car SUV,Real-world CO2 emissions (g/mi),460.352
2003,All,All,Real-world CO2 emissions (g/mi),453.84
2003,Car,All Car,Real-world CO2 emissions (g/mi),386.277
2003,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),381.924
2003,Truck,All Truck,Real-world CO2 emissions (g/mi),532.719
2003,Truck,Truck SUV,Real-world CO2 emissions (g/mi),541.095
2003,Truck,Pickup,Real-world CO2 emissions (g/mi),552.771
2003,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),468.173
2003,Car,Car SUV,Real-world CO2 emissions (g/mi),446.254
2004,All,All,Real-world CO2 emissions (g/mi),460.557
2004,Car,All Car,Real-world CO2 emissions (g/mi),388.92
2004,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),384.159
2004,Truck,All Truck,Real-world CO2 emissions (g/mi),538.302
2004,Truck,Truck SUV,Real-world CO2 emissions (g/mi),539.49
2004,Truck,Pickup,Real-world CO2 emissions (g/mi),564.726
2004,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),463.763
2004,Car,Car SUV,Real-world CO2 emissions (g/mi),445.107
2005,All,All,Real-world CO2 emissions (g/mi),447.072
2005,Car,All Car,Real-world CO2 emissions (g/mi),384.118
2005,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),378.502
2005,Truck,All Truck,Real-world CO2 emissions (g/mi),525.972
2005,Truck,Truck SUV,Real-world CO2 emissions (g/mi),531.2
2005,Truck,Pickup,Real-world CO2 emissions (g/mi),560.738
2005,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),460.415
2005,Car,Car SUV,Real-world CO2 emissions (g/mi),439.575
2006,All,All,Real-world CO2 emissions (g/mi),441.57
2006,Car,All Car,Real-world CO2 emissions (g/mi),386.212
2006,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),381.674
2006,Truck,All Truck,Real-world CO2 emissions (g/mi),517.683
2006,Truck,Truck SUV,Real-world CO2 emissions (g/mi),517.974
2006,Truck,Pickup,Real-world CO2 emissions (g/mi),550.663
2006,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),455.045
2006,Car,Car SUV,Real-world CO2 emissions (g/mi),434.482
2007,All,All,Real-world CO2 emissions (g/mi),431.374
2007,Car,All Car,Real-world CO2 emissions (g/mi),374.983
2007,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),368.659
2007,Truck,All Truck,Real-world CO2 emissions (g/mi),512.266
2007,Truck,Truck SUV,Real-world CO2 emissions (g/mi),502.87
2007,Truck,Pickup,Real-world CO2 emissions (g/mi),549.648
2007,Car,Car SUV,Real-world CO2 emissions (g/mi),430.583
2007,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),455.789
2008,All,All,Real-world CO2 emissions (g/mi),423.907
2008,Car,All Car,Real-world CO2 emissions (g/mi),372.201
2008,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),366.244
2008,Truck,All Truck,Real-world CO2 emissions (g/mi),499.261
2008,Truck,Truck SUV,Real-world CO2 emissions (g/mi),488.896
2008,Truck,Pickup,Real-world CO2 emissions (g/mi),539.407
2008,Car,Car SUV,Real-world CO2 emissions (g/mi),419.393
2008,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),448.396
2009,All,All,Real-world CO2 emissions (g/mi),396.925
2009,Car,All Car,Real-world CO2 emissions (g/mi),356.095
2009,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),351.013
2009,Truck,All Truck,Real-world CO2 emissions (g/mi),479.937
2009,Truck,Truck SUV,Real-world CO2 emissions (g/mi),461.379
2009,Truck,Pickup,Real-world CO2 emissions (g/mi),525.862
2009,Car,Car SUV,Real-world CO2 emissions (g/mi),403.187
2009,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),442.892
2010,All,All,Real-world CO2 emissions (g/mi),393.654
2010,Car,All Car,Real-world CO2 emissions (g/mi),346.082
2010,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),340.065
2010,Truck,All Truck,Real-world CO2 emissions (g/mi),473.794
2010,Truck,Truck SUV,Real-world CO2 emissions (g/mi),451.918
2010,Truck,Pickup,Real-world CO2 emissions (g/mi),527.355
2010,Car,Car SUV,Real-world CO2 emissions (g/mi),385.938
2010,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),441.731
2011,All,All,Real-world CO2 emissions (g/mi),398.996
2011,Car,All Car,Real-world CO2 emissions (g/mi),350.284
2011,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),344.459
2011,Truck,All Truck,Real-world CO2 emissions (g/mi),465.776
2011,Truck,Truck SUV,Real-world CO2 emissions (g/mi),448.832
2011,Truck,Pickup,Real-world CO2 emissions (g/mi),515.581
2011,Car,Car SUV,Real-world CO2 emissions (g/mi),378.008
2011,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),424.216
2012,All,All,Real-world CO2 emissions (g/mi),377.319
2012,Car,All Car,Real-world CO2 emissions (g/mi),330.779
2012,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),322.104
2012,Truck,All Truck,Real-world CO2 emissions (g/mi),461.444
2012,Truck,Truck SUV,Real-world CO2 emissions (g/mi),444.933
2012,Truck,Pickup,Real-world CO2 emissions (g/mi),516.461
2012,Car,Car SUV,Real-world CO2 emissions (g/mi),381.464
2012,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),417.842
2013,All,All,Real-world CO2 emissions (g/mi),367.538
2013,Car,All Car,Real-world CO2 emissions (g/mi),321.237
2013,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),313.184
2013,Truck,All Truck,Real-world CO2 emissions (g/mi),450.168
2013,Truck,Truck SUV,Real-world CO2 emissions (g/mi),427.189
2013,Truck,Pickup,Real-world CO2 emissions (g/mi),508.586
2013,Car,Car SUV,Real-world CO2 emissions (g/mi),364.987
2013,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),422.026
2014,All,All,Real-world CO2 emissions (g/mi),368.655
2014,Car,All Car,Real-world CO2 emissions (g/mi),321.566
2014,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),312.959
2014,Truck,All Truck,Real-world CO2 emissions (g/mi),437.386
2014,Truck,Truck SUV,Real-world CO2 emissions (g/mi),412.145
2014,Truck,Pickup,Real-world CO2 emissions (g/mi),492.69
2014,Car,Car SUV,Real-world CO2 emissions (g/mi),363.542
2014,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),417.838
2015,All,All,Real-world CO2 emissions (g/mi),360.496
2015,Car,All Car,Real-world CO2 emissions (g/mi),314.201
2015,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),305.738
2015,Truck,All Truck,Real-world CO2 emissions (g/mi),422.766
2015,Truck,Truck SUV,Real-world CO2 emissions (g/mi),405.526
2015,Truck,Pickup,Real-world CO2 emissions (g/mi),473.523
2015,Car,Car SUV,Real-world CO2 emissions (g/mi),353.494
2015,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),407.989
2016,All,All,Real-world CO2 emissions (g/mi),359.345
2016,Car,All Car,Real-world CO2 emissions (g/mi),310.567
2016,Truck,All Truck,Real-world CO2 emissions (g/mi),419.675
2016,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),303.321
2016,Truck,Truck SUV,Real-world CO2 emissions (g/mi),400.317
2016,Truck,Pickup,Real-world CO2 emissions (g/mi),470.916
2016,Car,Car SUV,Real-world CO2 emissions (g/mi),338.194
2016,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),410.259
2017,All,All,Real-world CO2 emissions (g/mi),356.718
2017,Car,All Car,Real-world CO2 emissions (g/mi),302.916
2017,Truck,All Truck,Real-world CO2 emissions (g/mi),416.477
2017,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),292.685
2017,Truck,Truck SUV,Real-world CO2 emissions (g/mi),397.856
2017,Truck,Pickup,Real-world CO2 emissions (g/mi),470.486
2017,Car,Car SUV,Real-world CO2 emissions (g/mi),339.082
2017,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),399.387
2018,All,All,Real-world CO2 emissions (g/mi),352.772
2018,Truck,All Truck,Real-world CO2 emissions (g/mi),406.317
2018,Car,All Car,Real-world CO2 emissions (g/mi),294.702
2018,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),285.555
2018,Truck,Truck SUV,Real-world CO2 emissions (g/mi),384.179
2018,Truck,Pickup,Real-world CO2 emissions (g/mi),465.993
2018,Car,Car SUV,Real-world CO2 emissions (g/mi),324.365
2018,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),388.972
2019,All,All,Real-world CO2 emissions (g/mi),355.679
2019,Truck,All Truck,Real-world CO2 emissions (g/mi),404.28
2019,Car,All Car,Real-world CO2 emissions (g/mi),294.89
2019,Truck,Truck SUV,Real-world CO2 emissions (g/mi),378.066
2019,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),284.921
2019,Truck,Pickup,Real-world CO2 emissions (g/mi),467.416
2019,Car,Car SUV,Real-world CO2 emissions (g/mi),322.719
2019,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),395.86
2020,All,All,Real-world CO2 emissions (g/mi),343.584
2020,Truck,All Truck,Real-world CO2 emissions (g/mi),393.787
2020,Car,All Car,Real-world CO2 emissions (g/mi),276.566
2020,Truck,Truck SUV,Real-world CO2 emissions (g/mi),372.253
2020,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),271.713
2020,Truck,Pickup,Real-world CO2 emissions (g/mi),460.138
2020,Car,Car SUV,Real-world CO2 emissions (g/mi),293.49
2020,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),382.752
1975,All,All,Real-world city CO2 emissions (g/mi),739.738
1975,Car,All Car,Real-world city CO2 emissions (g/mi),721.829
1975,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),721.637
1975,Truck,All Truck,Real-world city CO2 emissions (g/mi),814.451
1975,Truck,Pickup,Real-world city CO2 emissions (g/mi),802.201
1975,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),841.857
1975,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),836.583
1975,Car,Car SUV,Real-world city CO2 emissions (g/mi),876.817
1976,All,All,Real-world city CO2 emissions (g/mi),674.341
1976,Car,All Car,Real-world city CO2 emissions (g/mi),649.01
1976,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),648.661
1976,Truck,All Truck,Real-world city CO2 emissions (g/mi),769.158
1976,Truck,Pickup,Real-world city CO2 emissions (g/mi),756.967
1976,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),803.629
1976,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),792.597
1976,Car,Car SUV,Real-world city CO2 emissions (g/mi),946.158
1977,All,All,Real-world city CO2 emissions (g/mi),634.714
1977,Car,All Car,Real-world city CO2 emissions (g/mi),617.903
1977,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),617.612
1977,Truck,All Truck,Real-world city CO2 emissions (g/mi),702.556
1977,Truck,Pickup,Real-world city CO2 emissions (g/mi),689.016
1977,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),743.692
1977,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),726.295
1977,Car,Car SUV,Real-world city CO2 emissions (g/mi),792.459
1978,All,All,Real-world city CO2 emissions (g/mi),605.826
1978,Car,All Car,Real-world city CO2 emissions (g/mi),573.541
1978,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),573.13
1978,Truck,All Truck,Real-world city CO2 emissions (g/mi),716.766
1978,Truck,Pickup,Real-world city CO2 emissions (g/mi),696.38
1978,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),763.559
1978,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),763.367
1978,Car,Car SUV,Real-world city CO2 emissions (g/mi),856.998
1979,All,All,Real-world city CO2 emissions (g/mi),598.638
1979,Car,All Car,Real-world city CO2 emissions (g/mi),559.322
1979,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),559.202
1979,Truck,All Truck,Real-world city CO2 emissions (g/mi),736.984
1979,Truck,Pickup,Real-world city CO2 emissions (g/mi),700.684
1979,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),803.617
1979,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),862.032
1979,Car,Car SUV,Real-world city CO2 emissions (g/mi),640.468
1980,All,All,Real-world city CO2 emissions (g/mi),506.803
1980,Car,All Car,Real-world city CO2 emissions (g/mi),488.123
1980,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),488.117
1980,Truck,All Truck,Real-world city CO2 emissions (g/mi),601.509
1980,Truck,Pickup,Real-world city CO2 emissions (g/mi),575.719
1980,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),669.843
1980,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),712.996
1980,Car,Car SUV,Real-world city CO2 emissions (g/mi),638.149
1981,All,All,Real-world city CO2 emissions (g/mi),475.186
1981,Car,All Car,Real-world city CO2 emissions (g/mi),457.907
1981,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),457.902
1981,Truck,All Truck,Real-world city CO2 emissions (g/mi),558.077
1981,Truck,Pickup,Real-world city CO2 emissions (g/mi),535.116
1981,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),635.518
1981,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),661.814
1981,Car,Car SUV,Real-world city CO2 emissions (g/mi),647.929
1982,All,All,Real-world city CO2 emissions (g/mi),465.952
1982,Car,All Car,Real-world city CO2 emissions (g/mi),445.135
1982,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),445.143
1982,Truck,All Truck,Real-world city CO2 emissions (g/mi),551.716
1982,Truck,Pickup,Real-world city CO2 emissions (g/mi),521.169
1982,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),640.36
1982,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),661.916
1982,Car,Car SUV,Real-world city CO2 emissions (g/mi),440.483
1983,All,All,Real-world city CO2 emissions (g/mi),468.236
1983,Car,All Car,Real-world city CO2 emissions (g/mi),447.121
1983,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),447.084
1983,Truck,All Truck,Real-world city CO2 emissions (g/mi),543.086
1983,Truck,Pickup,Real-world city CO2 emissions (g/mi),509.788
1983,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),634.807
1983,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),617.87
1983,Car,Car SUV,Real-world city CO2 emissions (g/mi),455.869
1984,All,All,Real-world city CO2 emissions (g/mi),467.236
1984,Car,All Car,Real-world city CO2 emissions (g/mi),441.032
1984,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),440.682
1984,Truck,All Truck,Real-world city CO2 emissions (g/mi),552.715
1984,Truck,Pickup,Real-world city CO2 emissions (g/mi),526.888
1984,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),593.79
1984,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),596.603
1984,Car,Car SUV,Real-world city CO2 emissions (g/mi),508.671
1985,All,All,Real-world city CO2 emissions (g/mi),460.533
1985,Car,All Car,Real-world city CO2 emissions (g/mi),431.244
1985,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),430.65
1985,Truck,All Truck,Real-world city CO2 emissions (g/mi),549.513
1985,Truck,Pickup,Real-world city CO2 emissions (g/mi),526.296
1985,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),575.076
1985,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),590.231
1985,Car,Car SUV,Real-world city CO2 emissions (g/mi),504.251
1986,All,All,Real-world city CO2 emissions (g/mi),450.104
1986,Car,All Car,Real-world city CO2 emissions (g/mi),419.511
1986,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),418.974
1986,Truck,All Truck,Real-world city CO2 emissions (g/mi),529.057
1986,Truck,Pickup,Real-world city CO2 emissions (g/mi),508.591
1986,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),551.138
1986,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),569.323
1986,Car,Car SUV,Real-world city CO2 emissions (g/mi),519.361
1987,All,All,Real-world city CO2 emissions (g/mi),449.955
1987,Car,All Car,Real-world city CO2 emissions (g/mi),419.887
1987,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),419.008
1987,Truck,All Truck,Real-world city CO2 emissions (g/mi),530.545
1987,Truck,Pickup,Real-world city CO2 emissions (g/mi),508.125
1987,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),549.988
1987,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),564.531
1987,Car,Car SUV,Real-world city CO2 emissions (g/mi),519.471
1988,All,All,Real-world city CO2 emissions (g/mi),454.12
1988,Car,All Car,Real-world city CO2 emissions (g/mi),415.649
1988,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),414.577
1988,Truck,All Truck,Real-world city CO2 emissions (g/mi),547.874
1988,Truck,Pickup,Real-world city CO2 emissions (g/mi),537.676
1988,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),550.213
1988,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),573.991
1988,Car,Car SUV,Real-world city CO2 emissions (g/mi),521.081
1989,All,All,Real-world city CO2 emissions (g/mi),465.865
1989,Car,All Car,Real-world city CO2 emissions (g/mi),426.32
1989,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),425.3
1989,Truck,All Truck,Real-world city CO2 emissions (g/mi),558.401
1989,Truck,Pickup,Real-world city CO2 emissions (g/mi),549.191
1989,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),553.528
1989,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),591.132
1989,Car,Car SUV,Real-world city CO2 emissions (g/mi),521.144
1990,All,All,Real-world city CO2 emissions (g/mi),474.752
1990,Car,All Car,Real-world city CO2 emissions (g/mi),434.997
1990,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),434.32
1990,Truck,All Truck,Real-world city CO2 emissions (g/mi),569.094
1990,Truck,Pickup,Real-world city CO2 emissions (g/mi),566.604
1990,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),556.709
1990,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),600.52
1990,Car,Car SUV,Real-world city CO2 emissions (g/mi),526.232
1991,All,All,Real-world city CO2 emissions (g/mi),473.821
1991,Car,All Car,Real-world city CO2 emissions (g/mi),436.661
1991,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),433.923
1991,Truck,All Truck,Real-world city CO2 emissions (g/mi),558.797
1991,Truck,Pickup,Real-world city CO2 emissions (g/mi),545.177
1991,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),554.945
1991,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),593.381
1991,Car,Car SUV,Real-world city CO2 emissions (g/mi),541.005
1992,All,All,Real-world city CO2 emissions (g/mi),488.397
1992,Car,All Car,Real-world city CO2 emissions (g/mi),448.422
1992,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),445.286
1992,Truck,All Truck,Real-world city CO2 emissions (g/mi),575.74
1992,Truck,Pickup,Real-world city CO2 emissions (g/mi),571.897
1992,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),557.284
1992,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),614.661
1992,Car,Car SUV,Real-world city CO2 emissions (g/mi),553.228
1993,All,All,Real-world city CO2 emissions (g/mi),487.544
1993,Car,All Car,Real-world city CO2 emissions (g/mi),446.586
1993,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),438.521
1993,Truck,All Truck,Real-world city CO2 emissions (g/mi),572.962
1993,Truck,Pickup,Real-world city CO2 emissions (g/mi),569.954
1993,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),554.127
1993,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),612.544
1993,Car,Car SUV,Real-world city CO2 emissions (g/mi),590.851
1994,All,All,Real-world city CO2 emissions (g/mi),500.011
1994,Car,All Car,Real-world city CO2 emissions (g/mi),448.523
1994,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),444.41
1994,Truck,All Truck,Real-world city CO2 emissions (g/mi),583.744
1994,Truck,Pickup,Real-world city CO2 emissions (g/mi),574.271
1994,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),565.387
1994,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),623.478
1994,Car,Car SUV,Real-world city CO2 emissions (g/mi),552.841
1995,All,All,Real-world city CO2 emissions (g/mi),501.382
1995,Car,All Car,Real-world city CO2 emissions (g/mi),447.74
1995,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),444.94
1995,Truck,All Truck,Real-world city CO2 emissions (g/mi),594.677
1995,Truck,Pickup,Real-world city CO2 emissions (g/mi),595.825
1995,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),563.369
1995,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),625.64
1995,Car,Car SUV,Real-world city CO2 emissions (g/mi),567.188
1996,All,All,Real-world city CO2 emissions (g/mi),504.899
1996,Car,All Car,Real-world city CO2 emissions (g/mi),451.811
1996,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),448.301
1996,Truck,All Truck,Real-world city CO2 emissions (g/mi),592.295
1996,Truck,Pickup,Real-world city CO2 emissions (g/mi),589.86
1996,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),625.159
1996,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),558.3
1996,Car,Car SUV,Real-world city CO2 emissions (g/mi),548.327
1997,All,All,Real-world city CO2 emissions (g/mi),512.161
1997,Car,All Car,Real-world city CO2 emissions (g/mi),451.744
1997,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),448.766
1997,Truck,All Truck,Real-world city CO2 emissions (g/mi),603.325
1997,Truck,Pickup,Real-world city CO2 emissions (g/mi),604.154
1997,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),625.76
1997,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),564.703
1997,Car,Car SUV,Real-world city CO2 emissions (g/mi),520.595
1998,All,All,Real-world city CO2 emissions (g/mi),515.918
1998,Car,All Car,Real-world city CO2 emissions (g/mi),456.149
1998,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),450.478
1998,Truck,All Truck,Real-world city CO2 emissions (g/mi),599.426
1998,Truck,Pickup,Real-world city CO2 emissions (g/mi),600.56
1998,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),629.427
1998,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),554.73
1998,Car,Car SUV,Real-world city CO2 emissions (g/mi),555.613
1999,All,All,Real-world city CO2 emissions (g/mi),526.787
1999,Car,All Car,Real-world city CO2 emissions (g/mi),463.784
1999,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),459.001
1999,Truck,All Truck,Real-world city CO2 emissions (g/mi),614.745
1999,Truck,Pickup,Real-world city CO2 emissions (g/mi),624.733
1999,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),631.988
1999,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),569.769
1999,Car,Car SUV,Real-world city CO2 emissions (g/mi),545.792
2000,All,All,Real-world city CO2 emissions (g/mi),524.927
2000,Car,All Car,Real-world city CO2 emissions (g/mi),467.801
2000,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),461.171
2000,Truck,All Truck,Real-world city CO2 emissions (g/mi),606.42
2000,Truck,Pickup,Real-world city CO2 emissions (g/mi),608.713
2000,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),634.733
2000,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),560.584
