Model Year,Regulatory Class,Vehicle Type,Reported quantity,Reported value
2005,Truck,Pickup,Weight (lbs),4987.822
2005,Truck,Minivan/Van,Weight (lbs),4429.968
2005,Car,Car SUV,Weight (lbs),3847.772
2006,All,All,Weight (lbs),4066.533
2006,Car,All Car,Weight (lbs),3563.457
2006,Car,Sedan/Wagon,Weight (lbs),3534.091
2006,Truck,All Truck,Weight (lbs),4758.224
2006,Truck,Truck SUV,Weight (lbs),4715.404
2006,Truck,Pickup,Weight (lbs),4967.739
2006,Truck,Minivan/Van,Weight (lbs),4475.457
2006,Car,Car SUV,Weight (lbs),3875.797
2007,All,All,Weight (lbs),4093.315
2007,Car,All Car,Weight (lbs),3550.977
2007,Car,Sedan/Wagon,Weight (lbs),3507.31
2007,Truck,All Truck,Weight (lbs),4871.283
2007,Truck,Truck SUV,Weight (lbs),4797.28
2007,Truck,Pickup,Weight (lbs),5144.497
2007,Car,Car SUV,Weight (lbs),3934.913
2007,Truck,Minivan/Van,Weight (lbs),4479.337
2008,All,All,Weight (lbs),4085.003
2008,Car,All Car,Weight (lbs),3568.989
2008,Car,Sedan/Wagon,Weight (lbs),3526.893
2008,Truck,All Truck,Weight (lbs),4837.016
2008,Truck,Truck SUV,Weight (lbs),4727.397
2008,Truck,Pickup,Weight (lbs),5161.204
2008,Car,Car SUV,Weight (lbs),3902.476
2008,Truck,Minivan/Van,Weight (lbs),4527.106
2009,All,All,Weight (lbs),3914.193
2009,Car,All Car,Weight (lbs),3501.629
2009,Car,Sedan/Wagon,Weight (lbs),3464.462
2009,Truck,All Truck,Weight (lbs),4752.972
2009,Truck,Truck SUV,Weight (lbs),4547.633
2009,Truck,Pickup,Weight (lbs),5175.939
2009,Car,Car SUV,Weight (lbs),3846.047
2009,Truck,Minivan/Van,Weight (lbs),4572.033
2010,All,All,Weight (lbs),4001.323
2010,Car,All Car,Weight (lbs),3536.415
2010,Car,Sedan/Wagon,Weight (lbs),3474.093
2010,Truck,All Truck,Weight (lbs),4784.495
2010,Truck,Truck SUV,Weight (lbs),4555.242
2010,Truck,Pickup,Weight (lbs),5308.759
2010,Car,Car SUV,Weight (lbs),3949.247
2010,Truck,Minivan/Van,Weight (lbs),4533.047
2011,All,All,Weight (lbs),4125.934
2011,Car,All Car,Weight (lbs),3616.517
2011,Car,Sedan/Wagon,Weight (lbs),3559.086
2011,Truck,All Truck,Weight (lbs),4824.309
2011,Truck,Truck SUV,Weight (lbs),4665.32
2011,Truck,Pickup,Weight (lbs),5267.786
2011,Car,Car SUV,Weight (lbs),3889.853
2011,Truck,Minivan/Van,Weight (lbs),4502.072
2012,All,All,Weight (lbs),3978.812
2012,Car,All Car,Weight (lbs),3519.494
2012,Car,Sedan/Wagon,Weight (lbs),3451.78
2012,Truck,All Truck,Weight (lbs),4809.062
2012,Truck,Truck SUV,Weight (lbs),4639.557
2012,Truck,Pickup,Weight (lbs),5334.678
2012,Car,Car SUV,Weight (lbs),3915.148
2012,Truck,Minivan/Van,Weight (lbs),4441.761
2013,All,All,Weight (lbs),4002.973
2013,Car,All Car,Weight (lbs),3542.972
2013,Car,Sedan/Wagon,Weight (lbs),3465.189
2013,Truck,All Truck,Weight (lbs),4823.903
2013,Truck,Truck SUV,Weight (lbs),4584.101
2013,Truck,Pickup,Weight (lbs),5428.998
2013,Car,Car SUV,Weight (lbs),3965.578
2013,Truck,Minivan/Van,Weight (lbs),4542.733
2014,All,All,Weight (lbs),4059.639
2014,Car,All Car,Weight (lbs),3559.296
2014,Car,Sedan/Wagon,Weight (lbs),3496.549
2014,Truck,All Truck,Weight (lbs),4789.934
2014,Truck,Truck SUV,Weight (lbs),4482.893
2014,Truck,Pickup,Weight (lbs),5484.824
2014,Car,Car SUV,Weight (lbs),3865.299
2014,Truck,Minivan/Van,Weight (lbs),4488.559
2015,All,All,Weight (lbs),4035.455
2015,Car,All Car,Weight (lbs),3555.91
2015,Car,Sedan/Wagon,Weight (lbs),3488.66
2015,Truck,All Truck,Weight (lbs),4680.477
2015,Truck,Truck SUV,Weight (lbs),4533.314
2015,Truck,Pickup,Weight (lbs),5164.656
2015,Car,Car SUV,Weight (lbs),3868.169
2015,Truck,Minivan/Van,Weight (lbs),4415.51
2016,All,All,Weight (lbs),4035.013
2016,Car,All Car,Weight (lbs),3533.367
2016,Truck,All Truck,Weight (lbs),4655.46
2016,Car,Sedan/Wagon,Weight (lbs),3468.065
2016,Truck,Truck SUV,Weight (lbs),4482.448
2016,Truck,Pickup,Weight (lbs),5150.408
2016,Car,Car SUV,Weight (lbs),3782.359
2016,Truck,Minivan/Van,Weight (lbs),4459.328
2017,All,All,Weight (lbs),4093.218
2017,Car,All Car,Weight (lbs),3556.499
2017,Truck,All Truck,Weight (lbs),4689.36
2017,Car,Sedan/Wagon,Weight (lbs),3470.57
2017,Truck,Truck SUV,Weight (lbs),4509.642
2017,Truck,Pickup,Weight (lbs),5217.041
2017,Car,Car SUV,Weight (lbs),3860.229
2017,Truck,Minivan/Van,Weight (lbs),4503.103
2018,All,All,Weight (lbs),4136.722
2018,Truck,All Truck,Weight (lbs),4647.477
2018,Car,All Car,Weight (lbs),3582.815
2018,Car,Sedan/Wagon,Weight (lbs),3534.73
2018,Truck,Truck SUV,Weight (lbs),4426.111
2018,Truck,Pickup,Weight (lbs),5233.055
2018,Car,Car SUV,Weight (lbs),3738.76
2018,Truck,Minivan/Van,Weight (lbs),4523.587
2019,All,All,Weight (lbs),4155.617
2019,Truck,All Truck,Weight (lbs),4627.726
2019,Car,All Car,Weight (lbs),3565.112
2019,Truck,Truck SUV,Weight (lbs),4444.482
2019,Car,Sedan/Wagon,Weight (lbs),3511.935
2019,Truck,Pickup,Weight (lbs),5084.835
2019,Car,Car SUV,Weight (lbs),3713.568
2019,Truck,Minivan/Van,Weight (lbs),4497.203
2020,All,All,Weight (lbs),4177.324
2020,Truck,All Truck,Weight (lbs),4598.515
2020,Car,All Car,Weight (lbs),3615.061
2020,Truck,Truck SUV,Weight (lbs),4396.501
2020,Car,Sedan/Wagon,Weight (lbs),3557.897
2020,Truck,Pickup,Weight (lbs),5192.148
2020,Car,Car SUV,Weight (lbs),3814.395
2020,Truck,Minivan/Van,Weight (lbs),4644.827
1975,All,All,Horsepower (HP),137.335
1975,Car,All Car,Horsepower (HP),136.196
1975,Car,Sedan/Wagon,Horsepower (HP),136.226
1975,Truck,All Truck,Horsepower (HP),142.083
1975,Truck,Pickup,Horsepower (HP),140.936
1975,Truck,Minivan/Van,Horsepower (HP),143.224
1975,Truck,Truck SUV,Horsepower (HP),147.822
1975,Car,Car SUV,Horsepower (HP),112.773
1976,All,All,Horsepower (HP),135.084
1976,Car,All Car,Horsepower (HP),133.559
1976,Car,Sedan/Wagon,Horsepower (HP),133.571
1976,Truck,All Truck,Horsepower (HP),140.792
1976,Truck,Pickup,Horsepower (HP),139.4
1976,Truck,Minivan/Van,Horsepower (HP),145.627
1976,Truck,Truck SUV,Horsepower (HP),141.528
1976,Car,Car SUV,Horsepower (HP),123.106
1977,All,All,Horsepower (HP),135.985
1977,Car,All Car,Horsepower (HP),133.174
1977,Car,Sedan/Wagon,Horsepower (HP),133.188
1977,Truck,All Truck,Horsepower (HP),147.33
1977,Truck,Pickup,Horsepower (HP),146.365
1977,Truck,Minivan/Van,Horsepower (HP),152.366
1977,Truck,Truck SUV,Horsepower (HP),144.922
1977,Car,Car SUV,Horsepower (HP),124.46
1978,All,All,Horsepower (HP),129.025
1978,Car,All Car,Horsepower (HP),124.165
1978,Car,Sedan/Wagon,Horsepower (HP),124.162
1978,Truck,All Truck,Horsepower (HP),145.724
1978,Truck,Pickup,Horsepower (HP),144.152
1978,Truck,Minivan/Van,Horsepower (HP),149.132
1978,Truck,Truck SUV,Horsepower (HP),149.658
1978,Car,Car SUV,Horsepower (HP),126.085
1979,All,All,Horsepower (HP),123.592
1979,Car,All Car,Horsepower (HP),119.433
1979,Car,Sedan/Wagon,Horsepower (HP),119.464
1979,Truck,All Truck,Horsepower (HP),138.226
1979,Truck,Pickup,Horsepower (HP),135.682
1979,Truck,Minivan/Van,Horsepower (HP),144.294
1979,Truck,Truck SUV,Horsepower (HP),145.246
1979,Car,Car SUV,Horsepower (HP),98.718
1980,All,All,Horsepower (HP),103.828
1980,Car,All Car,Horsepower (HP),100.459
1980,Car,Sedan/Wagon,Horsepower (HP),100.458
1980,Truck,All Truck,Horsepower (HP),120.905
1980,Truck,Pickup,Horsepower (HP),118.014
1980,Truck,Minivan/Van,Horsepower (HP),130.59
1980,Truck,Truck SUV,Horsepower (HP),130.748
1980,Car,Car SUV,Horsepower (HP),122.193
1981,All,All,Horsepower (HP),102.124
1981,Car,All Car,Horsepower (HP),98.709
1981,Car,Sedan/Wagon,Horsepower (HP),98.708
1981,Truck,All Truck,Horsepower (HP),118.503
1981,Truck,Pickup,Horsepower (HP),115.484
1981,Truck,Minivan/Van,Horsepower (HP),129.036
1981,Truck,Truck SUV,Horsepower (HP),131.515
1981,Car,Car SUV,Horsepower (HP),140.0
1982,All,All,Horsepower (HP),102.953
1982,Car,All Car,Horsepower (HP),98.716
1982,Car,Sedan/Wagon,Horsepower (HP),98.734
1982,Truck,All Truck,Horsepower (HP),120.406
1982,Truck,Pickup,Horsepower (HP),116.547
1982,Truck,Minivan/Van,Horsepower (HP),132.264
1982,Truck,Truck SUV,Horsepower (HP),132.968
1982,Car,Car SUV,Horsepower (HP),87.814
1983,All,All,Horsepower (HP),106.948
1983,Car,All Car,Horsepower (HP),103.819
1983,Car,Sedan/Wagon,Horsepower (HP),103.832
1983,Truck,All Truck,Horsepower (HP),118.042
1983,Truck,Pickup,Horsepower (HP),112.395
1983,Truck,Minivan/Van,Horsepower (HP),136.143
1983,Truck,Truck SUV,Horsepower (HP),126.91
1983,Car,Car SUV,Horsepower (HP),100.742
1984,All,All,Horsepower (HP),108.596
1984,Car,All Car,Horsepower (HP),105.776
1984,Car,Sedan/Wagon,Horsepower (HP),105.76
1984,Truck,All Truck,Horsepower (HP),117.798
1984,Truck,Pickup,Horsepower (HP),114.012
1984,Truck,Minivan/Van,Horsepower (HP),126.034
1984,Truck,Truck SUV,Horsepower (HP),121.604
1984,Car,Car SUV,Horsepower (HP),108.771
1985,All,All,Horsepower (HP),114.131
1985,Car,All Car,Horsepower (HP),110.736
1985,Car,Sedan/Wagon,Horsepower (HP),110.752
1985,Truck,All Truck,Horsepower (HP),124.442
1985,Truck,Pickup,Horsepower (HP),122.882
1985,Truck,Minivan/Van,Horsepower (HP),129.061
1985,Truck,Truck SUV,Horsepower (HP),123.343
1985,Car,Car SUV,Horsepower (HP),108.836
1986,All,All,Horsepower (HP),114.376
1986,Car,All Car,Horsepower (HP),110.914
1986,Car,Sedan/Wagon,Horsepower (HP),110.859
1986,Truck,All Truck,Horsepower (HP),123.311
1986,Truck,Pickup,Horsepower (HP),120.347
1986,Truck,Minivan/Van,Horsepower (HP),127.491
1986,Truck,Truck SUV,Horsepower (HP),127.707
1986,Car,Car SUV,Horsepower (HP),121.084
1987,All,All,Horsepower (HP),117.64
1987,Car,All Car,Horsepower (HP),112.611
1987,Car,Sedan/Wagon,Horsepower (HP),112.452
1987,Truck,All Truck,Horsepower (HP),131.119
1987,Truck,Pickup,Horsepower (HP),123.388
1987,Truck,Minivan/Van,Horsepower (HP),141.726
1987,Truck,Truck SUV,Horsepower (HP),137.254
1987,Car,Car SUV,Horsepower (HP),130.543
1988,All,All,Horsepower (HP),123.469
1988,Car,All Car,Horsepower (HP),116.166
1988,Car,Sedan/Wagon,Horsepower (HP),115.907
1988,Truck,All Truck,Horsepower (HP),141.267
1988,Truck,Pickup,Horsepower (HP),137.693
1988,Truck,Minivan/Van,Horsepower (HP),146.945
1988,Truck,Truck SUV,Horsepower (HP),144.011
1988,Car,Car SUV,Horsepower (HP),141.566
1989,All,All,Horsepower (HP),128.748
1989,Car,All Car,Horsepower (HP),121.281
1989,Car,Sedan/Wagon,Horsepower (HP),120.998
1989,Truck,All Truck,Horsepower (HP),146.22
1989,Truck,Pickup,Horsepower (HP),142.83
1989,Truck,Minivan/Van,Horsepower (HP),146.086
1989,Truck,Truck SUV,Horsepower (HP),155.676
1989,Car,Car SUV,Horsepower (HP),147.634
1990,All,All,Horsepower (HP),135.342
1990,Car,All Car,Horsepower (HP),128.634
1990,Car,Sedan/Wagon,Horsepower (HP),128.506
1990,Truck,All Truck,Horsepower (HP),151.262
1990,Truck,Pickup,Horsepower (HP),151.58
1990,Truck,Minivan/Van,Horsepower (HP),148.822
1990,Truck,Truck SUV,Horsepower (HP),155.148
1990,Car,Car SUV,Horsepower (HP),145.82
1991,All,All,Horsepower (HP),137.917
1991,Car,All Car,Horsepower (HP),132.529
1991,Car,Sedan/Wagon,Horsepower (HP),132.212
1991,Truck,All Truck,Horsepower (HP),150.239
1991,Truck,Pickup,Horsepower (HP),146.02
1991,Truck,Minivan/Van,Horsepower (HP),148.561
1991,Truck,Truck SUV,Horsepower (HP),161.526
1991,Car,Car SUV,Horsepower (HP),144.618
1992,All,All,Horsepower (HP),145.257
1992,Car,All Car,Horsepower (HP),140.862
1992,Car,Sedan/Wagon,Horsepower (HP),140.511
1992,Truck,All Truck,Horsepower (HP),154.86
1992,Truck,Pickup,Horsepower (HP),150.698
1992,Truck,Minivan/Van,Horsepower (HP),151.953
1992,Truck,Truck SUV,Horsepower (HP),169.592
1992,Car,Car SUV,Horsepower (HP),152.612
1993,All,All,Horsepower (HP),146.841
1993,Car,All Car,Horsepower (HP),140.436
1993,Car,Sedan/Wagon,Horsepower (HP),138.294
1993,Truck,All Truck,Horsepower (HP),160.198
1993,Truck,Pickup,Horsepower (HP),156.046
1993,Truck,Minivan/Van,Horsepower (HP),155.083
1993,Truck,Truck SUV,Horsepower (HP),178.918
1993,Car,Car SUV,Horsepower (HP),178.742
1994,All,All,Horsepower (HP),152.282
1994,Car,All Car,Horsepower (HP),143.586
1994,Car,Sedan/Wagon,Horsepower (HP),142.814
1994,Truck,All Truck,Horsepower (HP),166.425
1994,Truck,Pickup,Horsepower (HP),163.318
1994,Truck,Minivan/Van,Horsepower (HP),159.492
1994,Truck,Truck SUV,Horsepower (HP),180.459
1994,Car,Car SUV,Horsepower (HP),163.158
1995,All,All,Horsepower (HP),158.189
1995,Car,All Car,Horsepower (HP),152.755
1995,Car,Sedan/Wagon,Horsepower (HP),152.462
1995,Truck,All Truck,Horsepower (HP),167.64
1995,Truck,Pickup,Horsepower (HP),167.179
1995,Truck,Minivan/Van,Horsepower (HP),158.893
1995,Truck,Truck SUV,Horsepower (HP),177.404
1995,Car,Car SUV,Horsepower (HP),165.225
1996,All,All,Horsepower (HP),163.961
1996,Car,All Car,Horsepower (HP),154.576
1996,Car,Sedan/Wagon,Horsepower (HP),154.133
1996,Truck,All Truck,Horsepower (HP),179.41
1996,Truck,Pickup,Horsepower (HP),178.226
1996,Truck,Truck SUV,Horsepower (HP),188.607
1996,Truck,Minivan/Van,Horsepower (HP),170.594
1996,Car,Car SUV,Horsepower (HP),166.754
1997,All,All,Horsepower (HP),169.241
1997,Car,All Car,Horsepower (HP),156.166
1997,Car,Sedan/Wagon,Horsepower (HP),156.029
1997,Truck,All Truck,Horsepower (HP),188.97
1997,Truck,Pickup,Horsepower (HP),195.576
1997,Truck,Truck SUV,Horsepower (HP),190.416
1997,Truck,Minivan/Van,Horsepower (HP),174.012
1997,Car,Car SUV,Horsepower (HP),159.34
1998,All,All,Horsepower (HP),171.471
1998,Car,All Car,Horsepower (HP),159.592
1998,Car,Sedan/Wagon,Horsepower (HP),159.085
1998,Truck,All Truck,Horsepower (HP),188.068
1998,Truck,Pickup,Horsepower (HP),189.775
1998,Truck,Truck SUV,Horsepower (HP),191.75
1998,Truck,Minivan/Van,Horsepower (HP),180.041
1998,Car,Car SUV,Horsepower (HP),168.478
1999,All,All,Horsepower (HP),178.902
1999,Car,All Car,Horsepower (HP),164.287
1999,Car,Sedan/Wagon,Horsepower (HP),163.975
1999,Truck,All Truck,Horsepower (HP),199.305
1999,Truck,Pickup,Horsepower (HP),204.748
1999,Truck,Truck SUV,Horsepower (HP),203.745
1999,Truck,Minivan/Van,Horsepower (HP),182.734
1999,Car,Car SUV,Horsepower (HP),169.639
2000,All,All,Horsepower (HP),180.986
2000,Car,All Car,Horsepower (HP),168.294
2000,Car,Sedan/Wagon,Horsepower (HP),167.93
2000,Truck,All Truck,Horsepower (HP),199.092
2000,Truck,Pickup,Horsepower (HP),202.75
2000,Truck,Truck SUV,Horsepower (HP),206.19
2000,Truck,Minivan/Van,Horsepower (HP),182.84
2000,Car,Car SUV,Horsepower (HP),173.673
2001,All,All,Horsepower (HP),186.92
2001,Car,All Car,Horsepower (HP),169.308
2001,Car,Sedan/Wagon,Horsepower (HP),168.403
2001,Truck,All Truck,Horsepower (HP),211.869
2001,Truck,Truck SUV,Horsepower (HP),212.874
2001,Truck,Pickup,Horsepower (HP),215.776
2001,Truck,Minivan/Van,Horsepower (HP),201.678
2001,Car,Car SUV,Horsepower (HP),179.541
2002,All,All,Horsepower (HP),195.482
2002,Car,All Car,Horsepower (HP),173.327
2002,Car,Sedan/Wagon,Horsepower (HP),172.915
2002,Truck,All Truck,Horsepower (HP),222.835
2002,Truck,Truck SUV,Horsepower (HP),228.671
2002,Truck,Pickup,Horsepower (HP),226.252
2002,Truck,Minivan/Van,Horsepower (HP),199.45
2002,Car,Car SUV,Horsepower (HP),179.003
2003,All,All,Horsepower (HP),198.578
2003,Car,All Car,Horsepower (HP),176.436
2003,Car,Sedan/Wagon,Horsepower (HP),176.124
2003,Truck,All Truck,Horsepower (HP),224.429
2003,Truck,Truck SUV,Horsepower (HP),233.426
2003,Truck,Pickup,Horsepower (HP),222.841
2003,Truck,Minivan/Van,Horsepower (HP),201.534
2003,Car,Car SUV,Horsepower (HP),180.733
2004,All,All,Horsepower (HP),210.521
2004,Car,All Car,Horsepower (HP),183.676
2004,Car,Sedan/Wagon,Horsepower (HP),182.504
2004,Truck,All Truck,Horsepower (HP),239.656
2004,Truck,Truck SUV,Horsepower (HP),240.145
2004,Truck,Pickup,Horsepower (HP),248.748
2004,Truck,Minivan/Van,Horsepower (HP),213.664
2004,Car,Car SUV,Horsepower (HP),197.502
2005,All,All,Horsepower (HP),209.095
2005,Car,All Car,Horsepower (HP),183.084
2005,Car,Sedan/Wagon,Horsepower (HP),182.172
2005,Truck,All Truck,Horsepower (HP),241.695
2005,Truck,Truck SUV,Horsepower (HP),243.89
2005,Truck,Pickup,Horsepower (HP),259.707
2005,Truck,Minivan/Van,Horsepower (HP),208.867
2005,Car,Car SUV,Horsepower (HP),192.093
2006,All,All,Horsepower (HP),213.184
2006,Car,All Car,Horsepower (HP),193.793
2006,Car,Sedan/Wagon,Horsepower (HP),193.965
2006,Truck,All Truck,Horsepower (HP),239.845
2006,Truck,Truck SUV,Horsepower (HP),239.554
2006,Truck,Pickup,Horsepower (HP),255.537
2006,Truck,Minivan/Van,Horsepower (HP),211.153
2006,Car,Car SUV,Horsepower (HP),191.963
2007,All,All,Horsepower (HP),216.99
2007,Car,All Car,Horsepower (HP),191.288
2007,Car,Sedan/Wagon,Horsepower (HP),189.401
2007,Truck,All Truck,Horsepower (HP),253.859
2007,Truck,Truck SUV,Horsepower (HP),251.727
2007,Truck,Pickup,Horsepower (HP),268.643
2007,Car,Car SUV,Horsepower (HP),207.876
2007,Truck,Minivan/Van,Horsepower (HP),225.322
2008,All,All,Horsepower (HP),218.556
2008,Car,All Car,Horsepower (HP),194.066
2008,Car,Sedan/Wagon,Horsepower (HP),192.865
2008,Truck,All Truck,Horsepower (HP),254.246
2008,Truck,Truck SUV,Horsepower (HP),249.914
2008,Truck,Pickup,Horsepower (HP),276.323
2008,Car,Car SUV,Horsepower (HP),203.58
2008,Truck,Minivan/Van,Horsepower (HP),220.96
2009,All,All,Horsepower (HP),207.721
2009,Car,All Car,Horsepower (HP),186.002
2009,Car,Sedan/Wagon,Horsepower (HP),183.824
2009,Truck,All Truck,Horsepower (HP),251.878
2009,Truck,Truck SUV,Horsepower (HP),243.596
2009,Truck,Pickup,Horsepower (HP),277.899
2009,Car,Car SUV,Horsepower (HP),206.179
2009,Truck,Minivan/Van,Horsepower (HP),220.483
2010,All,All,Horsepower (HP),213.636
2010,Car,All Car,Horsepower (HP),190.186
2010,Car,Sedan/Wagon,Horsepower (HP),186.692
2010,Truck,All Truck,Horsepower (HP),253.14
2010,Truck,Truck SUV,Horsepower (HP),243.193
2010,Truck,Pickup,Horsepower (HP),288.925
2010,Car,Car SUV,Horsepower (HP),213.325
2010,Truck,Minivan/Van,Horsepower (HP),212.47
2011,All,All,Horsepower (HP),229.972
2011,Car,All Car,Horsepower (HP),200.043
2011,Car,Sedan/Wagon,Horsepower (HP),198.512
2011,Truck,All Truck,Horsepower (HP),271.002
2011,Truck,Truck SUV,Horsepower (HP),257.269
2011,Truck,Pickup,Horsepower (HP),303.833
2011,Car,Car SUV,Horsepower (HP),207.33
2011,Truck,Minivan/Van,Horsepower (HP),258.718
2012,All,All,Horsepower (HP),221.78
2012,Car,All Car,Horsepower (HP),191.984
2012,Car,Sedan/Wagon,Horsepower (HP),188.791
2012,Truck,All Truck,Horsepower (HP),275.638
2012,Truck,Truck SUV,Horsepower (HP),260.569
2012,Truck,Pickup,Horsepower (HP),316.892
2012,Car,Car SUV,Horsepower (HP),210.636
2012,Truck,Minivan/Van,Horsepower (HP),254.196
2013,All,All,Horsepower (HP),225.851
2013,Car,All Car,Horsepower (HP),197.004
2013,Car,Sedan/Wagon,Horsepower (HP),193.941
2013,Truck,All Truck,Horsepower (HP),277.331
2013,Truck,Truck SUV,Horsepower (HP),256.658
2013,Truck,Pickup,Horsepower (HP),328.057
2013,Car,Car SUV,Horsepower (HP),213.648
2013,Truck,Minivan/Van,Horsepower (HP),257.06
2014,All,All,Horsepower (HP),230.248
2014,Car,All Car,Horsepower (HP),198.191
2014,Car,Sedan/Wagon,Horsepower (HP),197.053
2014,Truck,All Truck,Horsepower (HP),277.038
2014,Truck,Truck SUV,Horsepower (HP),250.482
2014,Truck,Pickup,Horsepower (HP),333.89
2014,Car,Car SUV,Horsepower (HP),203.743
2014,Truck,Minivan/Van,Horsepower (HP),260.306
2015,All,All,Horsepower (HP),228.854
2015,Car,All Car,Horsepower (HP),197.359
2015,Car,Sedan/Wagon,Horsepower (HP),196.254
2015,Truck,All Truck,Horsepower (HP),271.217
2015,Truck,Truck SUV,Horsepower (HP),254.022
2015,Truck,Pickup,Horsepower (HP),324.168
2015,Car,Car SUV,Horsepower (HP),202.487
2015,Truck,Minivan/Van,Horsepower (HP),250.13
2016,All,All,Horsepower (HP),229.997
2016,Car,All Car,Horsepower (HP),196.377
2016,Truck,All Truck,Horsepower (HP),271.579
2016,Car,Sedan/Wagon,Horsepower (HP),197.094
2016,Truck,Truck SUV,Horsepower (HP),252.43
2016,Truck,Pickup,Horsepower (HP),324.218
2016,Car,Car SUV,Horsepower (HP),193.643
2016,Truck,Minivan/Van,Horsepower (HP),256.359
2017,All,All,Horsepower (HP),233.629
2017,Car,All Car,Horsepower (HP),194.287
2017,Truck,All Truck,Horsepower (HP),277.326
2017,Car,Sedan/Wagon,Horsepower (HP),193.576
2017,Truck,Truck SUV,Horsepower (HP),257.309
2017,Truck,Pickup,Horsepower (HP),332.803
2017,Car,Car SUV,Horsepower (HP),196.799
2017,Truck,Minivan/Van,Horsepower (HP),267.565
2018,All,All,Horsepower (HP),240.638
2018,Truck,All Truck,Horsepower (HP),276.53
2018,Car,All Car,Horsepower (HP),201.713
2018,Car,Sedan/Wagon,Horsepower (HP),205.89
2018,Truck,Truck SUV,Horsepower (HP),249.799
2018,Truck,Pickup,Horsepower (HP),345.673
2018,Car,Car SUV,Horsepower (HP),188.167
2018,Truck,Minivan/Van,Horsepower (HP),268.546
2019,All,All,Horsepower (HP),245.053
2019,Truck,All Truck,Horsepower (HP),280.128
2019,Car,All Car,Horsepower (HP),201.181
2019,Truck,Truck SUV,Horsepower (HP),254.637
2019,Car,Sedan/Wagon,Horsepower (HP),204.113
2019,Truck,Pickup,Horsepower (HP),342.665
2019,Car,Car SUV,Horsepower (HP),192.996
