Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1966","g/capita/day","1.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1967","g/capita/day","1.46"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1968","g/capita/day","1.48"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1969","g/capita/day","1.51"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1970","g/capita/day","1.55"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1971","g/capita/day","1.57"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1972","g/capita/day","1.59"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1973","g/capita/day","1.57"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1974","g/capita/day","1.58"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1975","g/capita/day","1.6"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1976","g/capita/day","1.59"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1977","g/capita/day","1.63"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1978","g/capita/day","1.67"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1979","g/capita/day","1.68"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1980","g/capita/day","1.7"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1981","g/capita/day","1.7"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1982","g/capita/day","1.72"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1983","g/capita/day","1.73"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1984","g/capita/day","1.78"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1985","g/capita/day","1.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1986","g/capita/day","1.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1987","g/capita/day","1.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1988","g/capita/day","1.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1989","g/capita/day","1.91"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1990","g/capita/day","1.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1991","g/capita/day","1.98"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1992","g/capita/day","1.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1993","g/capita/day","2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1994","g/capita/day","2.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1995","g/capita/day","2.22"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1996","g/capita/day","2.27"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1997","g/capita/day","2.32"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1998","g/capita/day","2.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","1999","g/capita/day","2.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2000","g/capita/day","2.46"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2001","g/capita/day","2.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2002","g/capita/day","2.51"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2003","g/capita/day","2.52"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2004","g/capita/day","2.54"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2005","g/capita/day","2.56"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2006","g/capita/day","2.57"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2007","g/capita/day","2.62"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2008","g/capita/day","2.68"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2009","g/capita/day","2.69"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2010","g/capita/day","2.71"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2011","g/capita/day","2.72"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2012","g/capita/day","2.76"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Eggs","2013","g/capita/day","2.79"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1961","g/capita/day","6.77"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1962","g/capita/day","6.74"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1963","g/capita/day","6.83"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1964","g/capita/day","6.78"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1965","g/capita/day","6.66"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1966","g/capita/day","6.76"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1967","g/capita/day","6.79"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1968","g/capita/day","6.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1969","g/capita/day","6.91"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1970","g/capita/day","6.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1971","g/capita/day","6.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1972","g/capita/day","6.83"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1973","g/capita/day","6.72"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1974","g/capita/day","6.83"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1975","g/capita/day","6.76"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1976","g/capita/day","6.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1977","g/capita/day","6.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1978","g/capita/day","6.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1979","g/capita/day","6.94"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1980","g/capita/day","6.92"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1981","g/capita/day","6.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1982","g/capita/day","6.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1983","g/capita/day","6.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1984","g/capita/day","7.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1985","g/capita/day","7.19"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1986","g/capita/day","7.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1987","g/capita/day","7.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1988","g/capita/day","7.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1989","g/capita/day","7.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1990","g/capita/day","6.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1991","g/capita/day","6.82"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1992","g/capita/day","6.72"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1993","g/capita/day","6.74"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1994","g/capita/day","6.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1995","g/capita/day","7.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1996","g/capita/day","7.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1997","g/capita/day","7.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1998","g/capita/day","7.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","1999","g/capita/day","7.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2000","g/capita/day","7.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2001","g/capita/day","7.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2002","g/capita/day","7.29"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2003","g/capita/day","7.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2004","g/capita/day","7.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2005","g/capita/day","7.6"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2006","g/capita/day","7.74"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2007","g/capita/day","7.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2008","g/capita/day","7.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2009","g/capita/day","7.99"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2010","g/capita/day","8.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2011","g/capita/day","8.22"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2012","g/capita/day","8.29"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2013","g/capita/day","8.22"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1961","g/capita/day","0.48"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1962","g/capita/day","0.5"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1963","g/capita/day","0.49"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1964","g/capita/day","0.51"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1965","g/capita/day","0.55"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1966","g/capita/day","0.54"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1967","g/capita/day","0.55"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1968","g/capita/day","0.57"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1969","g/capita/day","0.56"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1970","g/capita/day","0.58"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1971","g/capita/day","0.59"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1972","g/capita/day","0.58"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1973","g/capita/day","0.6"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1974","g/capita/day","0.58"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1975","g/capita/day","0.59"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1976","g/capita/day","0.53"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1977","g/capita/day","0.54"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1978","g/capita/day","0.53"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1979","g/capita/day","0.54"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1980","g/capita/day","0.56"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1981","g/capita/day","0.59"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1982","g/capita/day","0.6"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1983","g/capita/day","0.64"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1984","g/capita/day","0.67"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1985","g/capita/day","0.71"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1986","g/capita/day","0.76"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1987","g/capita/day","0.79"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1988","g/capita/day","0.82"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1989","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1990","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1991","g/capita/day","0.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1992","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1993","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1994","g/capita/day","1.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1995","g/capita/day","1.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1996","g/capita/day","1.21"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1997","g/capita/day","1.23"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1998","g/capita/day","1.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","1999","g/capita/day","1.3"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2000","g/capita/day","1.3"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2001","g/capita/day","1.37"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2002","g/capita/day","1.38"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2003","g/capita/day","1.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2004","g/capita/day","1.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2005","g/capita/day","1.56"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2006","g/capita/day","1.64"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2007","g/capita/day","1.72"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2008","g/capita/day","1.79"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2009","g/capita/day","1.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2010","g/capita/day","1.98"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2011","g/capita/day","2.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2012","g/capita/day","2.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Freshwater Fish","2013","g/capita/day","2.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1961","g/capita/day","0.74"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1962","g/capita/day","0.75"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1963","g/capita/day","0.78"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1964","g/capita/day","0.79"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1965","g/capita/day","0.81"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1966","g/capita/day","0.81"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1967","g/capita/day","0.84"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1968","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1969","g/capita/day","0.92"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1970","g/capita/day","0.94"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1971","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1972","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1973","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1974","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1975","g/capita/day","0.95"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1976","g/capita/day","1.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1977","g/capita/day","0.99"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1978","g/capita/day","1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1979","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1980","g/capita/day","0.95"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1981","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1982","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1983","g/capita/day","0.94"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1984","g/capita/day","0.98"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1985","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1986","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1987","g/capita/day","0.98"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1988","g/capita/day","0.92"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1989","g/capita/day","0.92"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1990","g/capita/day","0.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1991","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1992","g/capita/day","0.77"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1993","g/capita/day","0.77"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1994","g/capita/day","0.79"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1995","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1996","g/capita/day","0.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1997","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1998","g/capita/day","0.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","1999","g/capita/day","0.83"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2000","g/capita/day","0.81"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2001","g/capita/day","0.82"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2002","g/capita/day","0.78"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2003","g/capita/day","0.84"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2004","g/capita/day","0.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2005","g/capita/day","0.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2006","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2007","g/capita/day","0.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2008","g/capita/day","0.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2009","g/capita/day","0.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2010","g/capita/day","0.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2011","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2012","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Demersal Fish","2013","g/capita/day","0.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1961","g/capita/day","0.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1962","g/capita/day","0.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1963","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1964","g/capita/day","0.94"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1965","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1966","g/capita/day","0.99"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1967","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1968","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1969","g/capita/day","0.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1970","g/capita/day","0.98"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1971","g/capita/day","1.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1972","g/capita/day","1.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1973","g/capita/day","1.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1974","g/capita/day","1.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1975","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1976","g/capita/day","1.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1977","g/capita/day","1.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1978","g/capita/day","1.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1979","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1980","g/capita/day","1.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1981","g/capita/day","1.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1982","g/capita/day","1.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1983","g/capita/day","1.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1984","g/capita/day","1.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1985","g/capita/day","1.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1986","g/capita/day","1.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1987","g/capita/day","1.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1988","g/capita/day","1.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1989","g/capita/day","1.16"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1990","g/capita/day","1.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1991","g/capita/day","1.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1992","g/capita/day","1.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1993","g/capita/day","1.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1994","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1995","g/capita/day","1.1"
