crop,year,mass_t
"Maize, green",2007,10642530
"Maize, green",2008,10978428
"Maize, green",2009,11112060
"Maize, green",2010,10501085
"Maize, green",2011,10710509
"Maize, green",2012,10883156
"Maize, green",2013,11005521
"Maize, green",2014,10876779
"Maize, green",2015,11592141
"Maize, green",2016,11441295
"Maize, green",2017,11357174
"Maize, green",2018,11516818
"Mangoes, mangosteens, guavas",1961,10899582
"Mangoes, mangosteens, guavas",1962,11276747
"Mangoes, mangosteens, guavas",1963,11129178
"Mangoes, mangosteens, guavas",1964,11160752
"Mangoes, mangosteens, guavas",1965,11486095
"Mangoes, mangosteens, guavas",1966,11526890
"Mangoes, mangosteens, guavas",1967,12038271
"Mangoes, mangosteens, guavas",1968,12167465
"Mangoes, mangosteens, guavas",1969,11900388
"Mangoes, mangosteens, guavas",1970,12030509
"Mangoes, mangosteens, guavas",1971,12161028
"Mangoes, mangosteens, guavas",1972,12488714
"Mangoes, mangosteens, guavas",1973,12346135
"Mangoes, mangosteens, guavas",1974,12857871
"Mangoes, mangosteens, guavas",1975,12768218
"Mangoes, mangosteens, guavas",1976,13037744
"Mangoes, mangosteens, guavas",1977,13133631
"Mangoes, mangosteens, guavas",1978,13195034
"Mangoes, mangosteens, guavas",1979,14083583
"Mangoes, mangosteens, guavas",1980,14420054
"Mangoes, mangosteens, guavas",1981,15149126
"Mangoes, mangosteens, guavas",1982,15090114
"Mangoes, mangosteens, guavas",1983,15341679
"Mangoes, mangosteens, guavas",1984,15909280
"Mangoes, mangosteens, guavas",1985,16545699
"Mangoes, mangosteens, guavas",1986,17225343
"Mangoes, mangosteens, guavas",1987,17740730
"Mangoes, mangosteens, guavas",1988,15727285
"Mangoes, mangosteens, guavas",1989,16425741
"Mangoes, mangosteens, guavas",1990,17166127
"Mangoes, mangosteens, guavas",1991,17932820
"Mangoes, mangosteens, guavas",1992,18506448
"Mangoes, mangosteens, guavas",1993,19960783
"Mangoes, mangosteens, guavas",1994,21870761
"Mangoes, mangosteens, guavas",1995,23019340
"Mangoes, mangosteens, guavas",1996,22805711
"Mangoes, mangosteens, guavas",1997,23929612
"Mangoes, mangosteens, guavas",1998,22893988
"Mangoes, mangosteens, guavas",1999,23758431
"Mangoes, mangosteens, guavas",2000,24927282
"Mangoes, mangosteens, guavas",2001,25101809
"Mangoes, mangosteens, guavas",2002,26407883
"Mangoes, mangosteens, guavas",2003,29956973
"Mangoes, mangosteens, guavas",2004,29853910
"Mangoes, mangosteens, guavas",2005,31904192
"Mangoes, mangosteens, guavas",2006,34135340
"Mangoes, mangosteens, guavas",2007,35311307
"Mangoes, mangosteens, guavas",2008,36647383
"Mangoes, mangosteens, guavas",2009,35879561
"Mangoes, mangosteens, guavas",2010,38032962
"Mangoes, mangosteens, guavas",2011,40544356
"Mangoes, mangosteens, guavas",2012,42999167
"Mangoes, mangosteens, guavas",2013,45786428
"Mangoes, mangosteens, guavas",2014,47617735
"Mangoes, mangosteens, guavas",2015,48067447
"Mangoes, mangosteens, guavas",2016,49523191
"Mangoes, mangosteens, guavas",2017,51997633
"Mangoes, mangosteens, guavas",2018,55383785
Manila fibre (abaca),1961,97340
Manila fibre (abaca),1962,112345
Manila fibre (abaca),1963,140265
Manila fibre (abaca),1964,123970
Manila fibre (abaca),1965,112814
Manila fibre (abaca),1966,142581
Manila fibre (abaca),1967,125049
Manila fibre (abaca),1968,111569
Manila fibre (abaca),1969,113801
Manila fibre (abaca),1970,128423
Manila fibre (abaca),1971,111561
Manila fibre (abaca),1972,117229
Manila fibre (abaca),1973,128233
Manila fibre (abaca),1974,137328
Manila fibre (abaca),1975,145656
Manila fibre (abaca),1976,154869
Manila fibre (abaca),1977,168809
Manila fibre (abaca),1978,142122
Manila fibre (abaca),1979,160746
Manila fibre (abaca),1980,169966
Manila fibre (abaca),1981,139339
Manila fibre (abaca),1982,128697
Manila fibre (abaca),1983,98822
Manila fibre (abaca),1984,109262
Manila fibre (abaca),1985,94006
Manila fibre (abaca),1986,92314
Manila fibre (abaca),1987,99901
Manila fibre (abaca),1988,108129
Manila fibre (abaca),1989,81955
Manila fibre (abaca),1990,78590
Manila fibre (abaca),1991,82567
Manila fibre (abaca),1992,85396
Manila fibre (abaca),1993,81828
Manila fibre (abaca),1994,84271
Manila fibre (abaca),1995,85100
Manila fibre (abaca),1996,94509
Manila fibre (abaca),1997,92722
Manila fibre (abaca),1998,97471
Manila fibre (abaca),1999,99855
Manila fibre (abaca),2000,95655
Manila fibre (abaca),2001,100048
Manila fibre (abaca),2002,91197
Manila fibre (abaca),2003,99922
Manila fibre (abaca),2004,107279
Manila fibre (abaca),2005,105311
Manila fibre (abaca),2006,99928
Manila fibre (abaca),2007,100503
Manila fibre (abaca),2008,102396
Manila fibre (abaca),2009,100117
Manila fibre (abaca),2010,101643
Manila fibre (abaca),2011,104666
Manila fibre (abaca),2012,104784
Manila fibre (abaca),2013,102062
Manila fibre (abaca),2014,106344
Manila fibre (abaca),2015,108129
Manila fibre (abaca),2016,107405
Manila fibre (abaca),2017,107552
Manila fibre (abaca),2018,108131
Maté,1961,278648
Maté,1962,293026
Maté,1963,267051
Maté,1964,279770
Maté,1965,266325
Maté,1966,262834
Maté,1967,235460
Maté,1968,235672
Maté,1969,220935
Maté,1970,245890
Maté,1971,234665
Maté,1972,249961
Maté,1973,248483
Maté,1974,227204
Maté,1975,253159
Maté,1976,258833
Maté,1977,264911
Maté,1978,243557
Maté,1979,253051
Maté,1980,269817
Maté,1981,276623
Maté,1982,301409
Maté,1983,298271
Maté,1984,352074
Maté,1985,335685
Maté,1986,361841
Maté,1987,381173
Maté,1988,396510
Maté,1989,389140
Maté,1990,360714
Maté,1991,389745
Maté,1992,381468
Maté,1993,512810
Maté,1994,526152
Maté,1995,571796
Maté,1996,549077
Maté,1997,654801
Maté,1998,777673
Maté,1999,846638
Maté,2000,872266
Maté,2001,1024875
Maté,2002,935115
Maté,2003,875744
Maté,2004,731926
Maté,2005,768911
Maté,2006,800563
Maté,2007,815974
Maté,2008,749248
Maté,2009,748351
Maté,2010,766518
Maté,2011,774524
Maté,2012,821534
Maté,2013,842650
Maté,2014,958630
Maté,2015,990103
Maté,2016,1015327
Maté,2017,1016085
Maté,2018,964909
"Melons, other (inc.cantaloupes)",1961,6993009
"Melons, other (inc.cantaloupes)",1962,6676477
"Melons, other (inc.cantaloupes)",1963,6752506
"Melons, other (inc.cantaloupes)",1964,6674565
"Melons, other (inc.cantaloupes)",1965,6790612
"Melons, other (inc.cantaloupes)",1966,6708715
"Melons, other (inc.cantaloupes)",1967,6989419
"Melons, other (inc.cantaloupes)",1968,7295914
"Melons, other (inc.cantaloupes)",1969,7098324
"Melons, other (inc.cantaloupes)",1970,6535681
"Melons, other (inc.cantaloupes)",1971,6976034
"Melons, other (inc.cantaloupes)",1972,7086702
"Melons, other (inc.cantaloupes)",1973,6818409
"Melons, other (inc.cantaloupes)",1974,6953186
"Melons, other (inc.cantaloupes)",1975,7579989
"Melons, other (inc.cantaloupes)",1976,7824965
"Melons, other (inc.cantaloupes)",1977,7787946
"Melons, other (inc.cantaloupes)",1978,8479677
"Melons, other (inc.cantaloupes)",1979,8974912
"Melons, other (inc.cantaloupes)",1980,8804672
"Melons, other (inc.cantaloupes)",1981,9557044
"Melons, other (inc.cantaloupes)",1982,10359565
"Melons, other (inc.cantaloupes)",1983,10309821
"Melons, other (inc.cantaloupes)",1984,11139107
"Melons, other (inc.cantaloupes)",1985,13620280
"Melons, other (inc.cantaloupes)",1986,14017475
"Melons, other (inc.cantaloupes)",1987,14026291
"Melons, other (inc.cantaloupes)",1988,14531040
"Melons, other (inc.cantaloupes)",1989,13161423
"Melons, other (inc.cantaloupes)",1990,13552106
"Melons, other (inc.cantaloupes)",1991,14100551
"Melons, other (inc.cantaloupes)",1992,14821164
"Melons, other (inc.cantaloupes)",1993,15558486
"Melons, other (inc.cantaloupes)",1994,15952659
"Melons, other (inc.cantaloupes)",1995,16248009
"Melons, other (inc.cantaloupes)",1996,17342594
"Melons, other (inc.cantaloupes)",1997,16291655
"Melons, other (inc.cantaloupes)",1998,17403687
"Melons, other (inc.cantaloupes)",1999,18774899
"Melons, other (inc.cantaloupes)",2000,19846792
"Melons, other (inc.cantaloupes)",2001,20114791
"Melons, other (inc.cantaloupes)",2002,21857775
"Melons, other (inc.cantaloupes)",2003,21740656
"Melons, other (inc.cantaloupes)",2004,21804231
"Melons, other (inc.cantaloupes)",2005,23334940
"Melons, other (inc.cantaloupes)",2006,24159465
"Melons, other (inc.cantaloupes)",2007,24799840
"Melons, other (inc.cantaloupes)",2008,25374237
"Melons, other (inc.cantaloupes)",2009,25831116
"Melons, other (inc.cantaloupes)",2010,25967660
"Melons, other (inc.cantaloupes)",2011,25839056
"Melons, other (inc.cantaloupes)",2012,25797647
"Melons, other (inc.cantaloupes)",2013,26238525
"Melons, other (inc.cantaloupes)",2014,26059468
"Melons, other (inc.cantaloupes)",2015,25537777
"Melons, other (inc.cantaloupes)",2016,26563103
"Melons, other (inc.cantaloupes)",2017,26624465
"Melons, other (inc.cantaloupes)",2018,27349214
Melonseed,1961,257910
Melonseed,1962,265019
Melonseed,1963,284644
Melonseed,1964,285508
Melonseed,1965,299384
Melonseed,1966,273236
Melonseed,1967,285029
Melonseed,1968,292156
Melonseed,1969,270355
Melonseed,1970,306895
Melonseed,1971,267225
Melonseed,1972,310545
Melonseed,1973,403458
Melonseed,1974,278945
Melonseed,1975,456635
Melonseed,1976,420225
Melonseed,1977,394655
Melonseed,1978,348719
Melonseed,1979,354990
Melonseed,1980,356651
Melonseed,1981,354528
Melonseed,1982,357072
Melonseed,1983,427025
Melonseed,1984,429690
Melonseed,1985,428924
Melonseed,1986,431446
Melonseed,1987,450829
Melonseed,1988,580995
Melonseed,1989,515795
Melonseed,1990,523998
Melonseed,1991,547090
Melonseed,1992,566493
Melonseed,1993,490739
Melonseed,1994,469955
Melonseed,1995,546569
Melonseed,1996,570825
Melonseed,1997,524101
Melonseed,1998,603887
Melonseed,1999,530435
Melonseed,2000,595698
Melonseed,2001,607766
Melonseed,2002,638590
Melonseed,2003,675431
Melonseed,2004,698206
Melonseed,2005,727690
Melonseed,2006,726535
Melonseed,2007,774215
Melonseed,2008,735872
Melonseed,2009,665926
Melonseed,2010,773372
Melonseed,2011,834527
Melonseed,2012,881952
Melonseed,2013,871545
Melonseed,2014,911827
Melonseed,2015,913918
Melonseed,2016,913109
Melonseed,2017,952860
Melonseed,2018,953605
Millet,1961,25714068
Millet,1962,24160729
Millet,1963,25036427
Millet,1964,27292542
Millet,1965,23307950
Millet,1966,26976859
Millet,1967,29837771
Millet,1968,26806393
Millet,1969,30545349
Millet,1970,33274862
Millet,1971,29747215
Millet,1972,24281371
Millet,1973,31843997
Millet,1974,27665306
Millet,1975,27405978
Millet,1976,27490830
Millet,1977,26600727
Millet,1978,28452598
Millet,1979,24310666
Millet,1980,24853542
Millet,1981,26956983
Millet,1982,26140792
Millet,1983,31080067
Millet,1984,27071433
Millet,1985,27271341
Millet,1986,26187438
Millet,1987,25136984
Millet,1988,30654936
Millet,1989,30004689
Millet,1990,30004311
Millet,1991,25040782
Millet,1992,29935095
Millet,1993,26512315
Millet,1994,28047004
Millet,1995,25817197
Millet,1996,28592256
Millet,1997,27456233
Millet,1998,29077536
Millet,1999,27319543
Millet,2000,27672185
Millet,2001,28904170
Millet,2002,23955912
Millet,2003,34820407
Millet,2004,29638141
Millet,2005,30998689
Millet,2006,31997333
Millet,2007,33666253
Millet,2008,34398213
Millet,2009,25912572
Millet,2010,32799461
Millet,2011,27052401
Millet,2012,26638358
Millet,2013,26427459
Millet,2014,28417591
Millet,2015,28209639
Millet,2016,27705316
Millet,2017,28369607
Millet,2018,31019370
Mushrooms and truffles,1961,495127
Mushrooms and truffles,1962,526946
Mushrooms and truffles,1963,586213
Mushrooms and truffles,1964,586281
Mushrooms and truffles,1965,634878
Mushrooms and truffles,1966,671416
Mushrooms and truffles,1967,726305
Mushrooms and truffles,1968,744309
Mushrooms and truffles,1969,739502
Mushrooms and truffles,1970,789604
Mushrooms and truffles,1971,857987
Mushrooms and truffles,1972,990938
Mushrooms and truffles,1973,983146
Mushrooms and truffles,1974,1012417
Mushrooms and truffles,1975,1004897
Mushrooms and truffles,1976,1012843
Mushrooms and truffles,1977,1102970
Mushrooms and truffles,1978,1212158
Mushrooms and truffles,1979,1255086
Mushrooms and truffles,1980,1258804
Mushrooms and truffles,1981,1257521
Mushrooms and truffles,1982,1274096
Mushrooms and truffles,1983,1315065
Mushrooms and truffles,1984,1457913
Mushrooms and truffles,1985,1514451
Mushrooms and truffles,1986,1577114
Mushrooms and truffles,1987,1649645
Mushrooms and truffles,1988,1760870
Mushrooms and truffles,1989,1868766
Mushrooms and truffles,1990,2071093
Mushrooms and truffles,1991,2212543
Mushrooms and truffles,1992,2422112
Mushrooms and truffles,1993,2467977
Mushrooms and truffles,1994,2677000
Mushrooms and truffles,1995,2774960
Mushrooms and truffles,1996,2954878
Mushrooms and truffles,1997,3131448
Mushrooms and truffles,1998,3600739
Mushrooms and truffles,1999,3937763
Mushrooms and truffles,2000,4187791
Mushrooms and truffles,2001,4502524
Mushrooms and truffles,2002,4699920
Mushrooms and truffles,2003,4894581
Mushrooms and truffles,2004,5259382
Mushrooms and truffles,2005,5268859
Mushrooms and truffles,2006,5511262
Mushrooms and truffles,2007,5913033
Mushrooms and truffles,2008,6900332
Mushrooms and truffles,2009,7202050
Mushrooms and truffles,2010,7398787
Mushrooms and truffles,2011,8484783
Mushrooms and truffles,2012,9647478
Mushrooms and truffles,2013,9273614
Mushrooms and truffles,2014,8705275
Mushrooms and truffles,2015,9020998
Mushrooms and truffles,2016,9033676
Mushrooms and truffles,2017,8904203
Mushrooms and truffles,2018,8993280
Mustard seed,1961,246470
Mustard seed,1962,269792
Mustard seed,1963,272572
Mustard seed,1964,250937
Mustard seed,1965,205809
Mustard seed,1966,250721
Mustard seed,1967,264381
Mustard seed,1968,391352
Mustard seed,1969,238120
Mustard seed,1970,267988
Mustard seed,1971,246247
Mustard seed,1972,182302
Mustard seed,1973,355524
Mustard seed,1974,375583
Mustard seed,1975,170905
Mustard seed,1976,244470
Mustard seed,1977,248731
Mustard seed,1978,350702
Mustard seed,1979,256893
Mustard seed,1980,262601
Mustard seed,1981,261756
Mustard seed,1982,286291
Mustard seed,1983,289073
Mustard seed,1984,270619
Mustard seed,1985,349058
Mustard seed,1986,397345
Mustard seed,1987,293953
Mustard seed,1988,308383
Mustard seed,1989,447769
Mustard seed,1990,639901
Mustard seed,1991,377321
Mustard seed,1992,380840
Mustard seed,1993,483455
Mustard seed,1994,552297
Mustard seed,1995,487472
Mustard seed,1996,476369
Mustard seed,1997,535556
Mustard seed,1998,552825
Mustard seed,1999,634938
Mustard seed,2000,503695
Mustard seed,2001,398455
Mustard seed,2002,522482
Mustard seed,2003,704615
Mustard seed,2004,796707
Mustard seed,2005,572578
Mustard seed,2006,464545
Mustard seed,2007,417200
Mustard seed,2008,544150
Mustard seed,2009,704078
Mustard seed,2010,623519
Mustard seed,2011,588978
Mustard seed,2012,474086
Mustard seed,2013,524885
Mustard seed,2014,682521
Mustard seed,2015,534480
Mustard seed,2016,685687
Mustard seed,2017,563021
Mustard seed,2018,710349
"Nutmeg, mace and cardamoms",1961,11607
"Nutmeg, mace and cardamoms",1962,12506
"Nutmeg, mace and cardamoms",1963,15529
"Nutmeg, mace and cardamoms",1964,16182
"Nutmeg, mace and cardamoms",1965,15418
"Nutmeg, mace and cardamoms",1966,16662
"Nutmeg, mace and cardamoms",1967,16411
"Nutmeg, mace and cardamoms",1968,17617
"Nutmeg, mace and cardamoms",1969,19101
"Nutmeg, mace and cardamoms",1970,20814
"Nutmeg, mace and cardamoms",1971,20744
"Nutmeg, mace and cardamoms",1972,21133
"Nutmeg, mace and cardamoms",1973,23246
"Nutmeg, mace and cardamoms",1974,27756
"Nutmeg, mace and cardamoms",1975,30494
"Nutmeg, mace and cardamoms",1976,29652
"Nutmeg, mace and cardamoms",1977,36258
"Nutmeg, mace and cardamoms",1978,34823
"Nutmeg, mace and cardamoms",1979,36303
"Nutmeg, mace and cardamoms",1980,38878
"Nutmeg, mace and cardamoms",1981,44214
"Nutmeg, mace and cardamoms",1982,39990
"Nutmeg, mace and cardamoms",1983,41648
"Nutmeg, mace and cardamoms",1984,46078
"Nutmeg, mace and cardamoms",1985,42957
"Nutmeg, mace and cardamoms",1986,46589
"Nutmeg, mace and cardamoms",1987,49492
"Nutmeg, mace and cardamoms",1988,48015
"Nutmeg, mace and cardamoms",1989,51687
"Nutmeg, mace and cardamoms",1990,53424
"Nutmeg, mace and cardamoms",1991,54500
"Nutmeg, mace and cardamoms",1992,56677
"Nutmeg, mace and cardamoms",1993,62845
"Nutmeg, mace and cardamoms",1994,63386
"Nutmeg, mace and cardamoms",1995,63773
"Nutmeg, mace and cardamoms",1996,70091
"Nutmeg, mace and cardamoms",1997,70366
"Nutmeg, mace and cardamoms",1998,63726
"Nutmeg, mace and cardamoms",1999,56229
"Nutmeg, mace and cardamoms",2000,67664
"Nutmeg, mace and cardamoms",2001,71890
"Nutmeg, mace and cardamoms",2002,78884
"Nutmeg, mace and cardamoms",2003,84396
"Nutmeg, mace and cardamoms",2004,77073
"Nutmeg, mace and cardamoms",2005,80161
"Nutmeg, mace and cardamoms",2006,86212
"Nutmeg, mace and cardamoms",2007,80570
"Nutmeg, mace and cardamoms",2008,89256
"Nutmeg, mace and cardamoms",2009,70957
"Nutmeg, mace and cardamoms",2010,66670
"Nutmeg, mace and cardamoms",2011,74052
"Nutmeg, mace and cardamoms",2012,91306
"Nutmeg, mace and cardamoms",2013,97317
"Nutmeg, mace and cardamoms",2014,104617
"Nutmeg, mace and cardamoms",2015,104719
"Nutmeg, mace and cardamoms",2016,122720
"Nutmeg, mace and cardamoms",2017,130346
"Nutmeg, mace and cardamoms",2018,109284
Nuts nes,1961,217247
Nuts nes,1962,135949
Nuts nes,1963,274495
Nuts nes,1964,186683
Nuts nes,1965,221074
Nuts nes,1966,186077
Nuts nes,1967,222031
Nuts nes,1968,213869
Nuts nes,1969,228385
Nuts nes,1970,206212
Nuts nes,1971,251207
Nuts nes,1972,225468
Nuts nes,1973,271426
Nuts nes,1974,214813
Nuts nes,1975,276860
Nuts nes,1976,191433
Nuts nes,1977,264558
Nuts nes,1978,280663
Nuts nes,1979,273675
Nuts nes,1980,259566
Nuts nes,1981,350382
Nuts nes,1982,301470
Nuts nes,1983,340378
Nuts nes,1984,359599
Nuts nes,1985,406921
Nuts nes,1986,398600
Nuts nes,1987,398105
Nuts nes,1988,426811
Nuts nes,1989,402239
Nuts nes,1990,406243
Nuts nes,1991,474359
Nuts nes,1992,429605
Nuts nes,1993,541488
Nuts nes,1994,489894
Nuts nes,1995,539809
Nuts nes,1996,542064
Nuts nes,1997,573682
Nuts nes,1998,537344
Nuts nes,1999,650400
Nuts nes,2000,610326
Nuts nes,2001,705864
Nuts nes,2002,632961
Nuts nes,2003,722792
Nuts nes,2004,710815
Nuts nes,2005,725209
Nuts nes,2006,724035
Nuts nes,2007,826239
Nuts nes,2008,805565
Nuts nes,2009,835217
Nuts nes,2010,827446
Nuts nes,2011,845051
Nuts nes,2012,866999
Nuts nes,2013,878155
Nuts nes,2014,905640
Nuts nes,2015,926400
Nuts nes,2016,920332
Nuts nes,2017,936338
Nuts nes,2018,933904
Oats,1961,49588769
Oats,1962,49474859
Oats,1963,46525676
Oats,1964,43240949
Oats,1965,45356066
Oats,1966,46804132
Oats,1967,48699016
Oats,1968,51977882
Oats,1969,52539433
Oats,1970,52411105
Oats,1971,54506300
Oats,1972,48328646
Oats,1973,50731657
Oats,1974,47459212
Oats,1975,45418289
Oats,1976,46664881
Oats,1977,49084598
Oats,1978,48338998
Oats,1979,42113687
Oats,1980,41433288
Oats,1981,40288464
Oats,1982,46257248
Oats,1983,44180637
Oats,1984,46208500
Oats,1985,47425037
Oats,1986,44448539
Oats,1987,40737519
Oats,1988,35412694
Oats,1989,39731041
Oats,1990,39917119
Oats,1991,33493688
Oats,1992,34577106
Oats,1993,35862193
Oats,1994,33858675
Oats,1995,28829838
Oats,1996,31153524
Oats,1997,32193961
Oats,1998,26268522
Oats,1999,24343801
Oats,2000,26139926
Oats,2001,26960108
Oats,2002,25908374
Oats,2003,25483540
Oats,2004,26782051
Oats,2005,23260830
Oats,2006,23550994
Oats,2007,24972793
Oats,2008,26134358
Oats,2009,23275826
Oats,2010,19703190
Oats,2011,22606827
Oats,2012,21215084
Oats,2013,23819188
Oats,2014,22826108
Oats,2015,23327168
Oats,2016,23657105
Oats,2017,26118296
Oats,2018,23051204
Oil palm fruit,1961,13636250
Oil palm fruit,1962,13245466
Oil palm fruit,1963,13579681
Oil palm fruit,1964,13589323
Oil palm fruit,1965,13791506
Oil palm fruit,1966,13691499
Oil palm fruit,1967,13145568
Oil palm fruit,1968,14074539
Oil palm fruit,1969,14770861
Oil palm fruit,1970,15127942
Oil palm fruit,1971,16318727
Oil palm fruit,1972,16674448
Oil palm fruit,1973,17320637
Oil palm fruit,1974,19498488
Oil palm fruit,1975,20971418
Oil palm fruit,1976,21252831
Oil palm fruit,1977,22281025
Oil palm fruit,1978,24798566
Oil palm fruit,1979,27316222
Oil palm fruit,1980,29858675
Oil palm fruit,1981,31000047
Oil palm fruit,1982,35756699
Oil palm fruit,1983,33295322
Oil palm fruit,1984,40399328
Oil palm fruit,1985,43223956
Oil palm fruit,1986,46917489
Oil palm fruit,1987,48090189
Oil palm fruit,1988,52956114
Oil palm fruit,1989,58856609
Oil palm fruit,1990,60902077
Oil palm fruit,1991,63309789
Oil palm fruit,1992,67369074
Oil palm fruit,1993,79168254
Oil palm fruit,1994,81729104
Oil palm fruit,1995,88598733
Oil palm fruit,1996,93570474
Oil palm fruit,1997,99429878
Oil palm fruit,1998,99171563
Oil palm fruit,1999,114698037
Oil palm fruit,2000,120791979
Oil palm fruit,2001,129263500
Oil palm fruit,2002,135952564
Oil palm fruit,2003,150756716
Oil palm fruit,2004,163890670
Oil palm fruit,2005,182419265
Oil palm fruit,2006,196425069
Oil palm fruit,2007,193593906
Oil palm fruit,2008,213403474
Oil palm fruit,2009,216414772
Oil palm fruit,2010,223773974
Oil palm fruit,2011,244387751
Oil palm fruit,2012,256568919
Oil palm fruit,2013,265060825
Oil palm fruit,2014,285916764
Oil palm fruit,2015,300284643
Oil palm fruit,2016,255567218
Oil palm fruit,2017,273723488
Oil palm fruit,2018,272055131
"Oil, palm",1961,1478901
"Oil, palm",1962,1475941
"Oil, palm",1963,1535070
"Oil, palm",1964,1570032
"Oil, palm",1965,1576213
"Oil, palm",1966,1666205
"Oil, palm",1967,1669217
"Oil, palm",1968,1823724
"Oil, palm",1969,1942471
"Oil, palm",1970,1937339
"Oil, palm",1971,2159330
"Oil, palm",1972,2308616
"Oil, palm",1973,2412388
"Oil, palm",1974,2810191
"Oil, palm",1975,3130953
"Oil, palm",1976,3321918
"Oil, palm",1977,3561794
"Oil, palm",1978,3840547
"Oil, palm",1979,4528449
"Oil, palm",1980,5082953
"Oil, palm",1981,5295847
"Oil, palm",1982,6173947
"Oil, palm",1983,5806853
"Oil, palm",1984,6822507
"Oil, palm",1985,7585207
"Oil, palm",1986,8275833
"Oil, palm",1987,8536727
"Oil, palm",1988,9293011
"Oil, palm",1989,10787059
"Oil, palm",1990,11449105
"Oil, palm",1991,11879204
"Oil, palm",1992,12857624
"Oil, palm",1993,14155115
"Oil, palm",1994,14719162
"Oil, palm",1995,15935864
"Oil, palm",1996,17009521
"Oil, palm",1997,18279798
"Oil, palm",1998,18206018
"Oil, palm",1999,20724971
"Oil, palm",2000,22216169
"Oil, palm",2001,24823746
"Oil, palm",2002,26124647
"Oil, palm",2003,28665433
"Oil, palm",2004,30049419
"Oil, palm",2005,32254707
"Oil, palm",2006,39408195
"Oil, palm",2007,39762987
"Oil, palm",2008,42352911
"Oil, palm",2009,43871702
"Oil, palm",2010,45781555
"Oil, palm",2011,50349524
"Oil, palm",2012,52375870
"Oil, palm",2013,55219557
"Oil, palm",2014,57260155
"Oil, palm",2015,59800434
"Oil, palm",2016,58156889
"Oil, palm",2017,65860608
"Oil, palm",2018,71453193
Oilseeds nes,1961,846621
Oilseeds nes,1962,829742
Oilseeds nes,1963,840595
Oilseeds nes,1964,848047
Oilseeds nes,1965,983324
Oilseeds nes,1966,954340
Oilseeds nes,1967,956964
Oilseeds nes,1968,996179
Oilseeds nes,1969,1002995
Oilseeds nes,1970,1022141
Oilseeds nes,1971,1132175
Oilseeds nes,1972,1192218
Oilseeds nes,1973,1272631
Oilseeds nes,1974,1295928
Oilseeds nes,1975,1224826
Oilseeds nes,1976,918299
Oilseeds nes,1977,1203054
Oilseeds nes,1978,1338177
Oilseeds nes,1979,1405188
Oilseeds nes,1980,1341772
Oilseeds nes,1981,1503168
Oilseeds nes,1982,1294428
Oilseeds nes,1983,1347199
Oilseeds nes,1984,1398536
Oilseeds nes,1985,1594805
Oilseeds nes,1986,1261483
Oilseeds nes,1987,1312646
Oilseeds nes,1988,1334450
Oilseeds nes,1989,1577589
Oilseeds nes,1990,1474311
Oilseeds nes,1991,1489881
Oilseeds nes,1992,1510674
Oilseeds nes,1993,1509479
Oilseeds nes,1994,1689596
Oilseeds nes,1995,1706795
Oilseeds nes,1996,1691079
Oilseeds nes,1997,1842000
Oilseeds nes,1998,1740807
Oilseeds nes,1999,1868320
Oilseeds nes,2000,1918494
Oilseeds nes,2001,2130600
Oilseeds nes,2002,2121002
Oilseeds nes,2003,2106543
Oilseeds nes,2004,2250869
Oilseeds nes,2005,2350129
Oilseeds nes,2006,2512304
Oilseeds nes,2007,2464272
Oilseeds nes,2008,2648972
Oilseeds nes,2009,2835767
Oilseeds nes,2010,2848789
Oilseeds nes,2011,3329304
Oilseeds nes,2012,3622351
Oilseeds nes,2013,3727738
Oilseeds nes,2014,4055092
Oilseeds nes,2015,4335652
Oilseeds nes,2016,4503855
Oilseeds nes,2017,4597148
Oilseeds nes,2018,4619607
Okra,1961,1107430
Okra,1962,1132390
Okra,1963,1178370
Okra,1964,1207550
Okra,1965,1274830
Okra,1966,1326080
Okra,1967,1372260
Okra,1968,1411675
Okra,1969,1477872
Okra,1970,1603666
Okra,1971,1651426
Okra,1972,1823589
Okra,1973,1906114
Okra,1974,2050479
Okra,1975,2034717
Okra,1976,2042822
Okra,1977,2107608
Okra,1978,2228063
Okra,1979,2353055
Okra,1980,2510767
Okra,1981,2498197
Okra,1982,2603876
Okra,1983,2714462
Okra,1984,2869398
Okra,1985,2934489
Okra,1986,3084545
Okra,1987,3165634
Okra,1988,3177384
Okra,1989,3615580
Okra,1990,3590729
Okra,1991,3881724
Okra,1992,4041039
Okra,1993,4085425
Okra,1994,4791569
Okra,1995,5740501
Okra,1996,5692062
Okra,1997,5582696
Okra,1998,5125440
Okra,1999,5394205
Okra,2000,5461176
Okra,2001,5449570
Okra,2002,5485419
Okra,2003,5760538
Okra,2004,5962439
Okra,2005,5827698
Okra,2006,6379273
Okra,2007,6743439
Okra,2008,6663980
Okra,2009,7115804
Okra,2010,7466769
Okra,2011,8028869
Okra,2012,9725026
Okra,2013,9671022
Okra,2014,9822005
Okra,2015,9266990
Okra,2016,9355676
Okra,2017,9579021
Okra,2018,9872826
Olives,1961,8205586
Olives,1962,5410901
Olives,1963,9952300
Olives,1964,5494727
Olives,1965,7053370
Olives,1966,7037893
Olives,1967,7532741
Olives,1968,7769049
Olives,1969,6802599
Olives,1970,7527383
Olives,1971,8343893
Olives,1972,8066311
Olives,1973,8282052
Olives,1974,8034544
Olives,1975,9909121
Olives,1976,8019757
Olives,1977,8803486
Olives,1978,9430607
Olives,1979,8304959
