product,year,production_quantity_Mt,area_harvested_ha
Hempseed,2016,0.099842,27091
Hempseed,2017,0.146223,32058
Hempseed,2018,0.142883,32140
Hops,1961,0.06967,56731
Hops,1962,0.08173,61599
Hops,1963,0.0918,68734
Hops,1964,0.09639,70723
Hops,1965,0.092914,71713
Hops,1966,0.09689,72936
Hops,1967,0.098111,72323
Hops,1968,0.094386,72047
Hops,1969,0.095389,70217
Hops,1970,0.103942,71688
Hops,1971,0.097746,75493
Hops,1972,0.107397,79159
Hops,1973,0.122909,83292
Hops,1974,0.114861,83726
Hops,1975,0.110614,84964
Hops,1976,0.105058,82674
Hops,1977,0.118283,81927
Hops,1978,0.105606,85458
Hops,1979,0.112972,83708
Hops,1980,0.111014,87444
Hops,1981,0.125444,91537
Hops,1982,0.136586,91189
Hops,1983,0.122336,89728
Hops,1984,0.121227,85678
Hops,1985,0.117078,85710
Hops,1986,0.108638,84456
Hops,1987,0.109514,85800
Hops,1988,0.115433,87567
Hops,1989,0.11661,86786
Hops,1990,0.111364,90217
Hops,1991,0.125831,91237
Hops,1992,0.117982,92727
Hops,1993,0.14875,106259
Hops,1994,0.127685,103541
Hops,1995,0.138304,101159
Hops,1996,0.141987,101222
Hops,1997,0.132251,95101
Hops,1998,0.118204,88131
Hops,1999,0.119551,84111
Hops,2000,0.121349,86400
Hops,2001,0.125918,83067
Hops,2002,0.125629,82247
Hops,2003,0.113956,80420
Hops,2004,0.119119,78918
Hops,2005,0.118914,79792
Hops,2006,0.111623,79597
Hops,2007,0.126344,81550
Hops,2008,0.142048,85767
Hops,2009,0.141668,84938
Hops,2010,0.126111,77459
Hops,2011,0.128064,76700
Hops,2012,0.112218,75465
Hops,2013,0.117839,77587
Hops,2014,0.13366,83197
Hops,2015,0.133986,86639
Hops,2016,0.144184,91469
Hops,2017,0.151067,92469
Hops,2018,0.149235,91730
Jojoba seed,1961,0,
Jojoba seed,1962,0,
Jojoba seed,1963,0,
Jojoba seed,1964,0,
Jojoba seed,1965,0,
Jojoba seed,1966,0,
Jojoba seed,1967,0,
Jojoba seed,1968,0,
Jojoba seed,1969,0,
Jojoba seed,1970,0,
Jojoba seed,1971,0,
Jojoba seed,1972,0,
Jojoba seed,1973,0,
Jojoba seed,1974,0,
Jojoba seed,1975,0,
Jojoba seed,1976,0,
Jojoba seed,1977,0,
Jojoba seed,1978,0,
Jojoba seed,1979,0,
Jojoba seed,1980,0,
Jojoba seed,1981,0,
Jojoba seed,1982,0.000085,237
Jojoba seed,1983,0.000097,330
Jojoba seed,1984,0.000248,606
Jojoba seed,1985,0.000143,424
Jojoba seed,1986,0.000176,406
Jojoba seed,1987,0.000169,468
Jojoba seed,1988,0.000137,456
Jojoba seed,1989,0.000208,466
Jojoba seed,1990,0.000175,515
Jojoba seed,1991,0.000139,325
Jojoba seed,1992,0.000336,597
Jojoba seed,1993,0.000223,537
Jojoba seed,1994,0.000212,296
Jojoba seed,1995,0.000006,6
Jojoba seed,1996,0.000351,490
Jojoba seed,1997,0.000399,478
Jojoba seed,1998,0.000217,310
Jojoba seed,1999,0.000248,310
Jojoba seed,2000,0.0002,250
Jojoba seed,2001,0.000096,310
Jojoba seed,2002,0.000062,310
Jojoba seed,2003,0.000279,310
Jojoba seed,2004,0.000279,310
Jojoba seed,2005,0.000093,310
Jojoba seed,2006,0.000063,250
Jojoba seed,2007,0.000093,310
Jojoba seed,2008,0.000138,316
Jojoba seed,2009,0.000149,303
Jojoba seed,2010,0.000154,311
Jojoba seed,2011,0.000152,309
Jojoba seed,2012,0.000151,307
Jojoba seed,2013,0.000149,304
Jojoba seed,2014,0.000147,304
Jojoba seed,2015,0.000151,303
Jojoba seed,2016,0.000156,304
Jojoba seed,2017,0.000154,303
Jojoba seed,2018,0.000153,301
Jute,1961,2.650134,1898762
Jute,1962,2.332655,1692494
Jute,1963,2.384771,1717749
Jute,1964,2.282496,1688530
Jute,1965,2.359769,1822632
Jute,1966,2.454095,1867858
Jute,1967,2.637568,2044969
Jute,1968,1.847773,1639463
Jute,1969,2.609222,1959867
Jute,1970,2.367885,1869665
Jute,1971,2.039796,1712218
Jute,1972,2.403541,1861264
Jute,1973,2.642603,2030435
Jute,1974,1.901496,1554856
Jute,1975,1.921328,1337554
Jute,1976,2.181188,1660999
Jute,1977,2.303697,1807972
Jute,1978,2.779553,2036507
Jute,1979,2.682216,1935135
Jute,1980,2.589799,1927632
Jute,1981,2.622694,1742131
Jute,1982,2.351837,1529808
Jute,1983,2.508977,1577941
Jute,1984,2.611383,1769049
Jute,1985,4.486769,2693980
Jute,1986,3.454306,2227601
Jute,1987,2.746342,1775210
Jute,1988,2.528102,1479062
Jute,1989,2.599249,1497367
Jute,1990,2.778968,1589506
Jute,1991,2.946807,1697114
Jute,1992,2.815736,1565309
Jute,1993,2.685025,1440990
Jute,1994,2.698787,1481531
Jute,1995,2.416455,1363327
Jute,1996,2.987747,1583974
Jute,1997,3.203688,1672996
Jute,1998,2.636449,1452833
Jute,1999,2.594932,1362779
Jute,2000,2.664841,1377796
Jute,2001,2.932838,1438292
Jute,2002,2.863484,1420804
Jute,2003,2.799557,1356854
Jute,2004,2.564017,1244770
Jute,2005,2.764732,1235081
Jute,2006,2.87062,1280353
Jute,2007,2.823397,1328923
Jute,2008,2.690096,1252687
Jute,2009,3.044846,1268377
Jute,2010,2.828731,1225305
Jute,2011,3.582789,1548420
Jute,2012,3.4536,1596208
Jute,2013,3.418365,1513563
Jute,2014,3.396158,1437214
Jute,2015,3.261429,1477543
Jute,2016,3.31681,1472369
Jute,2017,3.532187,1533296
Jute,2018,3.63355,1546953
Kapok fibre,1961,0.0654,
Kapok fibre,1962,0.0615,
Kapok fibre,1963,0.0691,
Kapok fibre,1964,0.072662,
Kapok fibre,1965,0.075752,
Kapok fibre,1966,0.074832,
Kapok fibre,1967,0.073375,
Kapok fibre,1968,0.066072,
Kapok fibre,1969,0.07034,
Kapok fibre,1970,0.073709,
Kapok fibre,1971,0.078588,
Kapok fibre,1972,0.074648,
Kapok fibre,1973,0.081466,
Kapok fibre,1974,0.079873,
Kapok fibre,1975,0.076476,
Kapok fibre,1976,0.076774,
Kapok fibre,1977,0.073644,
Kapok fibre,1978,0.065741,
Kapok fibre,1979,0.059529,
Kapok fibre,1980,0.07437,
Kapok fibre,1981,0.08919,
Kapok fibre,1982,0.084786,
Kapok fibre,1983,0.091521,
Kapok fibre,1984,0.091171,
Kapok fibre,1985,0.095369,
Kapok fibre,1986,0.099952,
Kapok fibre,1987,0.09333,
Kapok fibre,1988,0.095416,
Kapok fibre,1989,0.095053,
Kapok fibre,1990,0.103783,
Kapok fibre,1991,0.100728,
Kapok fibre,1992,0.106264,
Kapok fibre,1993,0.107711,
Kapok fibre,1994,0.107876,
Kapok fibre,1995,0.116706,
Kapok fibre,1996,0.12359,
Kapok fibre,1997,0.1246,
Kapok fibre,1998,0.123,
Kapok fibre,1999,0.1245,
Kapok fibre,2000,0.130256,
Kapok fibre,2001,0.130099,
Kapok fibre,2002,0.126306,
Kapok fibre,2003,0.135287,
Kapok fibre,2004,0.107495,
Kapok fibre,2005,0.10032,
Kapok fibre,2006,0.100466,
Kapok fibre,2007,0.088241,
Kapok fibre,2008,0.087034,
Kapok fibre,2009,0.08854,
Kapok fibre,2010,0.0841,
Kapok fibre,2011,0.1031,
Kapok fibre,2012,0.1031,
Kapok fibre,2013,0.1013,
Kapok fibre,2014,0.096,
Kapok fibre,2015,0.09579,
Kapok fibre,2016,0.09324,
Kapok fibre,2017,0.09167,
Kapok fibre,2018,0.09052,
Kapok fruit,1961,0.19818,154665
Kapok fruit,1962,0.1863,143640
Kapok fruit,1963,0.20936,141600
Kapok fruit,1964,0.2201,145900
Kapok fruit,1965,0.2295,149800
Kapok fruit,1966,0.22675,146600
Kapok fruit,1967,0.22233,146840
Kapok fruit,1968,0.20015,146620
Kapok fruit,1969,0.21312,198540
Kapok fruit,1970,0.22332,202060
Kapok fruit,1971,0.2381,183800
Kapok fruit,1972,0.2262,201200
Kapok fruit,1973,0.24678,219600
Kapok fruit,1974,0.24205,240760
Kapok fruit,1975,0.23165,243280
Kapok fruit,1976,0.23256,256580
Kapok fruit,1977,0.22308,236520
Kapok fruit,1978,0.19912,238160
Kapok fruit,1979,0.18032,227440
Kapok fruit,1980,0.225425,288660
Kapok fruit,1981,0.2703,287860
Kapok fruit,1982,0.25695,290380
Kapok fruit,1983,0.27742,282820
Kapok fruit,1984,0.27625,285280
Kapok fruit,1985,0.28902,291400
Kapok fruit,1986,0.3029,289340
Kapok fruit,1987,0.2828,264780
Kapok fruit,1988,0.28915,240020
Kapok fruit,1989,0.288065,240180
Kapok fruit,1990,0.31445,230660
Kapok fruit,1991,0.3052,230140
Kapok fruit,1992,0.32203,228820
Kapok fruit,1993,0.3264,222240
Kapok fruit,1994,0.32694,223580
Kapok fruit,1995,0.3537,213260
Kapok fruit,1996,0.37451,211477
Kapok fruit,1997,0.37757,211647
Kapok fruit,1998,0.37277,212869
Kapok fruit,1999,0.37732,212240
Kapok fruit,2000,0.42038,212080
Kapok fruit,2001,0.419993,213080
Kapok fruit,2002,0.407087,208080
Kapok fruit,2003,0.43725,223100
Kapok fruit,2004,0.3446,168000
Kapok fruit,2005,0.32155,165605
Kapok fruit,2006,0.32342,166676
Kapok fruit,2007,0.283467,177426
Kapok fruit,2008,0.28278,179442
Kapok fruit,2009,0.287,200458
Kapok fruit,2010,0.268927,197587
Kapok fruit,2011,0.324624,194259
Kapok fruit,2012,0.31909,186934
Kapok fruit,2013,0.309337,179902
Kapok fruit,2014,0.298787,178119
Kapok fruit,2015,0.2903,194946
Kapok fruit,2016,0.282568,201483
Kapok fruit,2017,0.277792,207148
Kapok fruit,2018,0.274283,213224
Kapokseed in shell,1961,0.162464,
Kapokseed in shell,1962,0.152687,
Kapokseed in shell,1963,0.172133,
Kapokseed in shell,1964,0.180861,
Kapokseed in shell,1965,0.188478,
Kapokseed in shell,1966,0.186148,
Kapokseed in shell,1967,0.182518,
Kapokseed in shell,1968,0.164642,
Kapokseed in shell,1969,0.175067,
Kapokseed in shell,1970,0.18329,
Kapokseed in shell,1971,0.195668,
Kapokseed in shell,1972,0.185609,
Kapokseed in shell,1973,0.202834,
Kapokseed in shell,1974,0.19894,
Kapokseed in shell,1975,0.190344,
Kapokseed in shell,1976,0.190854,
Kapokseed in shell,1977,0.183008,
Kapokseed in shell,1978,0.162855,
Kapokseed in shell,1979,0.147449,
Kapokseed in shell,1980,0.184335,
Kapokseed in shell,1981,0.22094,
Kapokseed in shell,1982,0.209826,
Kapokseed in shell,1983,0.226764,
Kapokseed in shell,1984,0.225868,
Kapokseed in shell,1985,0.23635,
Kapokseed in shell,1986,0.247299,
Kapokseed in shell,1987,0.231088,
Kapokseed in shell,1988,0.236066,
Kapokseed in shell,1989,0.235215,
Kapokseed in shell,1990,0.256674,
Kapokseed in shell,1991,0.248978,
Kapokseed in shell,1992,0.262576,
Kapokseed in shell,1993,0.266275,
Kapokseed in shell,1994,0.266793,
Kapokseed in shell,1995,0.288545,
Kapokseed in shell,1996,0.305581,
Kapokseed in shell,1997,0.30797,
Kapokseed in shell,1998,0.303875,
Kapokseed in shell,1999,0.307652,
Kapokseed in shell,2000,0.342566,
Kapokseed in shell,2001,0.342213,
Kapokseed in shell,2002,0.331859,
Kapokseed in shell,2003,0.356146,
Kapokseed in shell,2004,0.281331,
Kapokseed in shell,2005,0.262545,
Kapokseed in shell,2006,0.263747,
Kapokseed in shell,2007,0.231285,
Kapokseed in shell,2008,0.23073,
Kapokseed in shell,2009,0.234138,
Kapokseed in shell,2010,0.220087,
Kapokseed in shell,2011,0.271283,
Kapokseed in shell,2012,0.271283,
Kapokseed in shell,2013,0.266438,
Kapokseed in shell,2014,0.269,
Kapokseed in shell,2015,0.1916,
Kapokseed in shell,2016,0.1865,
Kapokseed in shell,2017,0.18334,
Kapokseed in shell,2018,0.18102,
Karite nuts (sheanuts),1961,0.16925,85100
Karite nuts (sheanuts),1962,0.17548,94600
Karite nuts (sheanuts),1963,0.192,108500
Karite nuts (sheanuts),1964,0.19855,101800
Karite nuts (sheanuts),1965,0.2125,114600
Karite nuts (sheanuts),1966,0.209235,108200
Karite nuts (sheanuts),1967,0.2322,127500
Karite nuts (sheanuts),1968,0.2343,124700
Karite nuts (sheanuts),1969,0.2485,134900
Karite nuts (sheanuts),1970,0.2519,135900
Karite nuts (sheanuts),1971,0.252354,136300
Karite nuts (sheanuts),1972,0.251,139900
Karite nuts (sheanuts),1973,0.256141,143900
Karite nuts (sheanuts),1974,0.2601,146500
Karite nuts (sheanuts),1975,0.27637,156000
Karite nuts (sheanuts),1976,0.3165,173000
Karite nuts (sheanuts),1977,0.305579,171400
Karite nuts (sheanuts),1978,0.291885,167100
Karite nuts (sheanuts),1979,0.315018,179300
Karite nuts (sheanuts),1980,0.346713,193900
Karite nuts (sheanuts),1981,0.370816,206700
Karite nuts (sheanuts),1982,0.350803,202300
Karite nuts (sheanuts),1983,0.363457,194000
Karite nuts (sheanuts),1984,0.373636,203400
Karite nuts (sheanuts),1985,0.506502,254500
Karite nuts (sheanuts),1986,0.379122,195800
Karite nuts (sheanuts),1987,0.386178,196500
Karite nuts (sheanuts),1988,0.386693,190600
Karite nuts (sheanuts),1989,0.528514,277700
Karite nuts (sheanuts),1990,0.563064,299657
Karite nuts (sheanuts),1991,0.643232,329829
Karite nuts (sheanuts),1992,0.643986,323780
Karite nuts (sheanuts),1993,0.639347,330688
Karite nuts (sheanuts),1994,0.669042,322474
Karite nuts (sheanuts),1995,0.719419,370876
Karite nuts (sheanuts),1996,0.67346,348134
Karite nuts (sheanuts),1997,0.692386,355605
Karite nuts (sheanuts),1998,0.686274,354549
Karite nuts (sheanuts),1999,0.684968,355464
Karite nuts (sheanuts),2000,0.698608,365061
Karite nuts (sheanuts),2001,0.694019,365196
Karite nuts (sheanuts),2002,0.688643,377427
Karite nuts (sheanuts),2003,0.73174,379034
Karite nuts (sheanuts),2004,0.732905,380474
Karite nuts (sheanuts),2005,0.717626,394423
Karite nuts (sheanuts),2006,0.640411,370799
Karite nuts (sheanuts),2007,0.777433,414042
Karite nuts (sheanuts),2008,0.732735,450128
Karite nuts (sheanuts),2009,0.642221,495605
Karite nuts (sheanuts),2010,0.63889,500497
Karite nuts (sheanuts),2011,0.679692,532163
Karite nuts (sheanuts),2012,0.710443,513841
Karite nuts (sheanuts),2013,0.672302,516197
Karite nuts (sheanuts),2014,0.542245,506629
Karite nuts (sheanuts),2015,0.504194,505568
Karite nuts (sheanuts),2016,0.597901,563064
Karite nuts (sheanuts),2017,0.457536,526247
Karite nuts (sheanuts),2018,0.496657,570288
Kiwi fruit,1961,0,
Kiwi fruit,1962,0,
Kiwi fruit,1963,0,
Kiwi fruit,1964,0,
Kiwi fruit,1965,0,
Kiwi fruit,1966,0,
Kiwi fruit,1967,0,
Kiwi fruit,1968,0,
Kiwi fruit,1969,0,
Kiwi fruit,1970,0.002,400
Kiwi fruit,1971,0.0025,530
Kiwi fruit,1972,0.002845,600
Kiwi fruit,1973,0.003638,738
Kiwi fruit,1974,0.005608,850
Kiwi fruit,1975,0.004415,1019
Kiwi fruit,1976,0.006076,1234
Kiwi fruit,1977,0.008041,1697
Kiwi fruit,1978,0.010228,2314
Kiwi fruit,1979,0.02015,3787
Kiwi fruit,1980,0.026687,6890
Kiwi fruit,1981,0.042346,10156
Kiwi fruit,1982,0.048166,12662
Kiwi fruit,1983,0.058139,16620
Kiwi fruit,1984,0.146793,23667
Kiwi fruit,1985,0.204546,30782
Kiwi fruit,1986,0.274308,33670
Kiwi fruit,1987,0.418651,41950
Kiwi fruit,1988,0.554175,51282
Kiwi fruit,1989,0.610366,61387
Kiwi fruit,1990,0.843011,66674
Kiwi fruit,1991,0.78543,64625
Kiwi fruit,1992,0.988368,64978
Kiwi fruit,1993,0.903988,60468
Kiwi fruit,1994,0.947498,61443
Kiwi fruit,1995,0.915866,59553
Kiwi fruit,1996,0.976191,56948
Kiwi fruit,1997,0.902199,54758
Kiwi fruit,1998,0.913542,53901
Kiwi fruit,1999,0.944581,54347
Kiwi fruit,2000,1.888158,127032
Kiwi fruit,2001,1.981997,129836
Kiwi fruit,2002,2.037572,136132
Kiwi fruit,2003,2.019319,139125
Kiwi fruit,2004,2.301972,144331
Kiwi fruit,2005,2.339791,146543
Kiwi fruit,2006,2.511397,151248
Kiwi fruit,2007,2.549311,156740
Kiwi fruit,2008,2.745006,162037
Kiwi fruit,2009,2.792539,168666
Kiwi fruit,2010,2.83731,172359
Kiwi fruit,2011,2.908199,175834
Kiwi fruit,2012,3.052348,186336
Kiwi fruit,2013,3.460218,239680
Kiwi fruit,2014,3.649977,224099
Kiwi fruit,2015,4.06663,261388
Kiwi fruit,2016,3.740518,234590
Kiwi fruit,2017,3.886696,241393
Kiwi fruit,2018,4.02265,247109
Kola nuts,1961,0.1915,155000
Kola nuts,1962,0.1935,155000
Kola nuts,1963,0.1975,160000
Kola nuts,1964,0.2105,165000
Kola nuts,1965,0.206606,165000
Kola nuts,1966,0.21364,170000
Kola nuts,1967,0.2275,170000
Kola nuts,1968,0.2475,170000
Kola nuts,1969,0.253829,170000
Kola nuts,1970,0.212188,130000
Kola nuts,1971,0.217778,130000
Kola nuts,1972,0.198739,130000
Kola nuts,1973,0.205009,130000
Kola nuts,1974,0.2185,130000
Kola nuts,1975,0.2205,130000
Kola nuts,1976,0.208,135000
Kola nuts,1977,0.216,135000
Kola nuts,1978,0.2265,140000
Kola nuts,1979,0.227,140000
Kola nuts,1980,0.2325,140000
Kola nuts,1981,0.2381,140000
Kola nuts,1982,0.2547,150000
Kola nuts,1983,0.2569,160000
Kola nuts,1984,0.26461,170000
Kola nuts,1985,0.2703,404300
Kola nuts,1986,0.278119,413800
Kola nuts,1987,0.275898,405800
Kola nuts,1988,0.245973,383800
Kola nuts,1989,0.235822,356800
Kola nuts,1990,0.241524,370800
Kola nuts,1991,0.266784,368800
Kola nuts,1992,0.242003,342000
Kola nuts,1993,0.255284,357000
Kola nuts,1994,0.214295,368800
Kola nuts,1995,0.198037,347127
Kola nuts,1996,0.195476,354602
Kola nuts,1997,0.213807,371933
Kola nuts,1998,0.228399,397154
Kola nuts,1999,0.217607,382118
Kola nuts,2000,0.218002,384999
Kola nuts,2001,0.219001,386905
Kola nuts,2002,0.220431,386893
Kola nuts,2003,0.206135,366976
Kola nuts,2004,0.217029,381362
Kola nuts,2005,0.223147,379692
Kola nuts,2006,0.21329,380334
Kola nuts,2007,0.231347,411281
Kola nuts,2008,0.253162,437500
Kola nuts,2009,0.296037,557854
Kola nuts,2010,0.280308,559325
Kola nuts,2011,0.278232,534041
Kola nuts,2012,0.275864,522795
Kola nuts,2013,0.269179,520009
Kola nuts,2014,0.30534,556429
Kola nuts,2015,0.304051,556350
Kola nuts,2016,0.281623,556041
Kola nuts,2017,0.279198,558383
Kola nuts,2018,0.277568,563886
"Leeks, other alliaceous vegetables",1961,0.728638,55055
"Leeks, other alliaceous vegetables",1962,0.731881,54686
"Leeks, other alliaceous vegetables",1963,0.807225,55539
"Leeks, other alliaceous vegetables",1964,0.744894,56406
"Leeks, other alliaceous vegetables",1965,0.783621,56566
"Leeks, other alliaceous vegetables",1966,0.773167,58371
"Leeks, other alliaceous vegetables",1967,0.81475,58072
"Leeks, other alliaceous vegetables",1968,0.795068,56623
"Leeks, other alliaceous vegetables",1969,0.829932,61845
"Leeks, other alliaceous vegetables",1970,0.835974,61205
"Leeks, other alliaceous vegetables",1971,0.82341,63101
"Leeks, other alliaceous vegetables",1972,0.794513,59893
"Leeks, other alliaceous vegetables",1973,0.748719,53423
"Leeks, other alliaceous vegetables",1974,0.777466,53600
"Leeks, other alliaceous vegetables",1975,0.754339,53919
"Leeks, other alliaceous vegetables",1976,0.687049,53393
"Leeks, other alliaceous vegetables",1977,0.785365,57275
"Leeks, other alliaceous vegetables",1978,0.775941,59444
"Leeks, other alliaceous vegetables",1979,0.768195,58712
"Leeks, other alliaceous vegetables",1980,0.741939,57425
"Leeks, other alliaceous vegetables",1981,0.755547,56461
"Leeks, other alliaceous vegetables",1982,0.797198,56525
"Leeks, other alliaceous vegetables",1983,0.802504,57919
"Leeks, other alliaceous vegetables",1984,0.835558,59276
"Leeks, other alliaceous vegetables",1985,0.878168,60367
"Leeks, other alliaceous vegetables",1986,1.009465,63291
"Leeks, other alliaceous vegetables",1987,1.129319,68203
"Leeks, other alliaceous vegetables",1988,1.135098,65669
"Leeks, other alliaceous vegetables",1989,1.349667,75619
"Leeks, other alliaceous vegetables",1990,1.499235,81708
"Leeks, other alliaceous vegetables",1991,1.481316,82892
"Leeks, other alliaceous vegetables",1992,1.53937,87092
"Leeks, other alliaceous vegetables",1993,1.648144,92364
"Leeks, other alliaceous vegetables",1994,1.670985,91962
"Leeks, other alliaceous vegetables",1995,1.698377,92434
"Leeks, other alliaceous vegetables",1996,1.652091,95891
"Leeks, other alliaceous vegetables",1997,1.601326,95182
"Leeks, other alliaceous vegetables",1998,1.581282,93803
"Leeks, other alliaceous vegetables",1999,1.704304,94301
"Leeks, other alliaceous vegetables",2000,1.63364,100848
"Leeks, other alliaceous vegetables",2001,1.565101,97889
"Leeks, other alliaceous vegetables",2002,1.588523,104773
"Leeks, other alliaceous vegetables",2003,1.701241,105852
"Leeks, other alliaceous vegetables",2004,1.863109,114373
"Leeks, other alliaceous vegetables",2005,2.004217,116963
"Leeks, other alliaceous vegetables",2006,2.098349,124749
"Leeks, other alliaceous vegetables",2007,2.028254,120587
"Leeks, other alliaceous vegetables",2008,2.081737,125756
"Leeks, other alliaceous vegetables",2009,2.092792,117302
"Leeks, other alliaceous vegetables",2010,2.099048,128317
"Leeks, other alliaceous vegetables",2011,2.13321,131632
"Leeks, other alliaceous vegetables",2012,2.189021,134162
"Leeks, other alliaceous vegetables",2013,2.193168,129724
"Leeks, other alliaceous vegetables",2014,2.215295,131032
"Leeks, other alliaceous vegetables",2015,2.123308,127255
"Leeks, other alliaceous vegetables",2016,2.132008,131626
"Leeks, other alliaceous vegetables",2017,2.186379,136153
"Leeks, other alliaceous vegetables",2018,2.17905,137791
Lemons and limes,1961,2.619753,205512
Lemons and limes,1962,2.629114,221240
Lemons and limes,1963,2.712775,235552
Lemons and limes,1964,3.049215,243763
Lemons and limes,1965,2.96968,248719
Lemons and limes,1966,3.104109,239129
Lemons and limes,1967,3.255301,247738
Lemons and limes,1968,3.357583,248765
Lemons and limes,1969,3.458222,251085
Lemons and limes,1970,3.499239,263337
Lemons and limes,1971,3.908333,295254
Lemons and limes,1972,3.931394,302156
Lemons and limes,1973,4.352209,307426
Lemons and limes,1974,4.471028,320937
Lemons and limes,1975,5.028729,325720
Lemons and limes,1976,4.497172,330527
Lemons and limes,1977,4.940411,333171
Lemons and limes,1978,4.743845,339881
Lemons and limes,1979,4.794189,352624
Lemons and limes,1980,5.136814,393631
Lemons and limes,1981,5.9139,410249
Lemons and limes,1982,5.805988,430707
Lemons and limes,1983,6.141987,435409
Lemons and limes,1984,5.832721,450302
Lemons and limes,1985,6.299546,499081
Lemons and limes,1986,6.659477,516497
Lemons and limes,1987,7.128514,530982
Lemons and limes,1988,7.062318,551363
Lemons and limes,1989,7.11488,565762
Lemons and limes,1990,7.251228,563641
Lemons and limes,1991,7.650057,561096
Lemons and limes,1992,7.723527,583677
Lemons and limes,1993,8.107117,587324
Lemons and limes,1994,8.082508,597576
Lemons and limes,1995,8.19797,619698
Lemons and limes,1996,8.71611,645435
Lemons and limes,1997,9.188734,686398
Lemons and limes,1998,9.247618,707556
Lemons and limes,1999,9.992481,737310
Lemons and limes,2000,10.84096,789031
Lemons and limes,2001,11.540618,807100
Lemons and limes,2002,11.951013,818002
Lemons and limes,2003,12.392015,816262
Lemons and limes,2004,12.292481,835927
Lemons and limes,2005,12.345508,761510
Lemons and limes,2006,13.498949,984031
Lemons and limes,2007,16.080645,1009130
Lemons and limes,2008,16.850089,1077555
Lemons and limes,2009,16.431911,1111454
Lemons and limes,2010,14.724505,1039911
Lemons and limes,2011,15.05933,954964
Lemons and limes,2012,15.026675,972717
Lemons and limes,2013,15.434482,1002014
Lemons and limes,2014,15.899014,1018325
Lemons and limes,2015,16.908006,1057586
Lemons and limes,2016,17.234276,1052240
Lemons and limes,2017,17.456457,1089434
Lemons and limes,2018,19.368838,1267401
Lentils,1961,0.854877,1619653
Lentils,1962,0.945263,1639156
Lentils,1963,0.950664,1659219
Lentils,1964,0.933217,1707830
Lentils,1965,1.017273,1734966
Lentils,1966,0.941165,1687988
Lentils,1967,0.957159,1713630
Lentils,1968,1.001806,1655226
Lentils,1969,1.088521,1712788
Lentils,1970,1.006534,1759228
Lentils,1971,1.049423,1717837
Lentils,1972,1.139856,1827763
Lentils,1973,1.044565,1875931
Lentils,1974,1.229406,2025029
Lentils,1975,1.242538,2075535
Lentils,1976,1.382381,2160415
Lentils,1977,1.341778,2195450
Lentils,1978,1.284809,2181376
Lentils,1979,1.284342,2269182
Lentils,1980,1.241275,2120412
Lentils,1981,1.447178,2261307
Lentils,1982,1.785276,2611063
Lentils,1983,1.80303,2671647
Lentils,1984,1.744578,2564745
Lentils,1985,1.897575,2620110
Lentils,1986,2.46557,3009474
Lentils,1987,2.68702,3328208
Lentils,1988,2.657846,3311150
Lentils,1989,2.080258,3200557
Lentils,1990,2.565138,3218212
Lentils,1991,2.657825,3268922
Lentils,1992,2.597651,3331687
Lentils,1993,2.794081,3433699
Lentils,1994,2.818469,3456492
Lentils,1995,2.873992,3339332
Lentils,1996,2.776765,3476279
Lentils,1997,2.774982,3462927
Lentils,1998,2.809906,3462110
Lentils,1999,2.949019,3658848
Lentils,2000,3.394605,3881715
Lentils,2001,3.148773,3952307
Lentils,2002,2.995764,3618044
Lentils,2003,3.005655,3574157
Lentils,2004,3.666716,3829329
Lentils,2005,3.922107,4100110
Lentils,2006,3.624004,3879536
Lentils,2007,3.225085,3804687
Lentils,2008,2.836518,3339427
Lentils,2009,3.859681,3696076
Lentils,2010,4.724581,4287162
Lentils,2011,4.453339,4151123
Lentils,2012,4.491081,4191052
Lentils,2013,5.194544,4058481
Lentils,2014,4.699562,4017683
Lentils,2015,5.470176,4699316
Lentils,2016,6.522607,5426475
Lentils,2017,6.393132,5868358
Lentils,2018,6.333352,6100922
Lettuce and chicory,1961,6.616339,434747
Lettuce and chicory,1962,6.086019,389137
Lettuce and chicory,1963,6.128853,390213
Lettuce and chicory,1964,6.061059,381664
Lettuce and chicory,1965,6.198555,385342
Lettuce and chicory,1966,6.233613,389702
Lettuce and chicory,1967,6.420428,393614
Lettuce and chicory,1968,6.442808,394140
Lettuce and chicory,1969,6.783629,403085
Lettuce and chicory,1970,6.563049,387085
Lettuce and chicory,1971,6.796536,387697
Lettuce and chicory,1972,6.885464,394078
Lettuce and chicory,1973,7.203833,401904
Lettuce and chicory,1974,7.333632,409343
Lettuce and chicory,1975,7.467882,414659
Lettuce and chicory,1976,7.570875,417299
Lettuce and chicory,1977,7.942862,430782
Lettuce and chicory,1978,8.103886,446415
Lettuce and chicory,1979,8.325414,453007
Lettuce and chicory,1980,8.449156,451545
Lettuce and chicory,1981,8.75708,455694
Lettuce and chicory,1982,8.998123,461382
Lettuce and chicory,1983,8.77474,463832
Lettuce and chicory,1984,9.377984,478449
Lettuce and chicory,1985,9.434817,485770
Lettuce and chicory,1986,9.485422,485692
Lettuce and chicory,1987,10.198636,500523
Lettuce and chicory,1988,10.800439,525661
Lettuce and chicory,1989,11.255251,539802
Lettuce and chicory,1990,11.572518,547860
Lettuce and chicory,1991,11.939883,566662
Lettuce and chicory,1992,12.70062,577524
Lettuce and chicory,1993,13.252336,620264
Lettuce and chicory,1994,14.26112,664328
