country,year,energy_type,consumed_EJ_yr,consumed_TW
South Korea,1995,nuclear,0.67,0.021312765
South Korea,1996,nuclear,0.74,0.023505355
South Korea,1997,nuclear,0.77,0.02451054
South Korea,1998,nuclear,0.90,0.028517956
South Korea,1999,nuclear,1.03,0.032770677
South Korea,2000,nuclear,1.09,0.034646658
South Korea,2001,nuclear,1.11,0.035422861
South Korea,2002,nuclear,1.18,0.037381906
South Korea,2003,nuclear,1.27,0.04043818
South Korea,2004,nuclear,1.27,0.040503816
South Korea,2005,nuclear,1.42,0.045193678
South Korea,2006,nuclear,1.43,0.045512153
South Korea,2007,nuclear,1.37,0.043460624
South Korea,2008,nuclear,1.43,0.045614283
South Korea,2009,nuclear,1.40,0.044375618
South Korea,2010,nuclear,1.39,0.044349574
South Korea,2011,nuclear,1.44,0.045896769
South Korea,2012,nuclear,1.39,0.044322543
South Korea,2013,nuclear,1.28,0.040672607
South Korea,2014,nuclear,1.43,0.045562667
South Korea,2015,nuclear,1.50,0.047711124
South Korea,2016,nuclear,1.47,0.046632206
South Korea,2017,nuclear,1.34,0.042475056
South Korea,2018,nuclear,1.19,0.037981582
South Korea,2019,nuclear,1.30,0.041380289
Taiwan,1978,nuclear,0.03,0.000848967
Taiwan,1979,nuclear,0.06,0.002012401
Taiwan,1980,nuclear,0.08,0.002606995
Taiwan,1981,nuclear,0.11,0.003392051
Taiwan,1982,nuclear,0.13,0.00416032
Taiwan,1983,nuclear,0.19,0.006010715
Taiwan,1984,nuclear,0.25,0.007818425
Taiwan,1985,nuclear,0.29,0.009134099
Taiwan,1986,nuclear,0.27,0.008566231
Taiwan,1987,nuclear,0.33,0.01053365
Taiwan,1988,nuclear,0.31,0.009746027
Taiwan,1989,nuclear,0.28,0.008990823
Taiwan,1990,nuclear,0.33,0.010450224
Taiwan,1991,nuclear,0.35,0.011221012
Taiwan,1992,nuclear,0.34,0.010761369
Taiwan,1993,nuclear,0.34,0.01092342
Taiwan,1994,nuclear,0.35,0.011087614
Taiwan,1995,nuclear,0.35,0.011229138
Taiwan,1996,nuclear,0.38,0.012015164
Taiwan,1997,nuclear,0.36,0.011532423
Taiwan,1998,nuclear,0.37,0.011708892
Taiwan,1999,nuclear,0.38,0.012214882
Taiwan,2000,nuclear,0.39,0.012242541
Taiwan,2001,nuclear,0.35,0.011210172
Taiwan,2002,nuclear,0.39,0.012414169
Taiwan,2003,nuclear,0.38,0.01212835
Taiwan,2004,nuclear,0.38,0.01223655
Taiwan,2005,nuclear,0.39,0.012307495
Taiwan,2006,nuclear,0.38,0.01219903
Taiwan,2007,nuclear,0.39,0.012326096
Taiwan,2008,nuclear,0.39,0.012336469
Taiwan,2009,nuclear,0.39,0.012483822
Taiwan,2010,nuclear,0.39,0.012424414
Taiwan,2011,nuclear,0.39,0.012493356
Taiwan,2012,nuclear,0.37,0.011917955
Taiwan,2013,nuclear,0.38,0.012203004
Taiwan,2014,nuclear,0.39,0.012348302
Taiwan,2015,nuclear,0.33,0.010561135
Taiwan,2016,nuclear,0.29,0.009114098
Taiwan,2017,nuclear,0.20,0.006423204
Taiwan,2018,nuclear,0.25,0.007875507
Taiwan,2019,nuclear,0.29,0.00916195
