country,year,power_usage_per_year_EJ,power_usage_TW
Ireland,2014,0.59,0.018636572
Ireland,2015,0.62,0.019741438
Ireland,2016,0.65,0.020570665
Ireland,2017,0.65,0.020639985
Ireland,2018,0.67,0.021096656
Ireland,2019,0.66,0.021029649
Italy,1965,3.31,0.105057082
Italy,1966,3.60,0.114116077
Italy,1967,3.90,0.123692501
Italy,1968,4.22,0.133731747
Italy,1969,4.54,0.144040685
Italy,1970,5.02,0.159102327
Italy,1971,5.29,0.167587403
Italy,1972,5.54,0.175764652
Italy,1973,5.79,0.183560783
Italy,1974,5.79,0.18347944
Italy,1975,5.66,0.179543835
Italy,1976,5.98,0.189585012
Italy,1977,5.99,0.189968198
Italy,1978,6.14,0.194771178
Italy,1979,6.34,0.200896336
Italy,1980,6.17,0.195735348
Italy,1981,6.05,0.191671979
Italy,1982,5.92,0.187849076
Italy,1983,5.80,0.183894928
Italy,1984,5.89,0.186746733
Italy,1985,5.87,0.186014835
Italy,1986,6.03,0.191090631
Italy,1987,6.21,0.196886974
Italy,1988,6.36,0.201732718
Italy,1989,6.55,0.207531134
Italy,1990,6.57,0.208452063
Italy,1991,6.72,0.213167718
Italy,1992,6.72,0.213025481
Italy,1993,6.61,0.20961678
Italy,1994,6.60,0.209231076
Italy,1995,6.87,0.217835765
Italy,1996,6.88,0.21813348
Italy,1997,6.98,0.221194269
Italy,1998,7.16,0.227077023
Italy,1999,7.39,0.234238727
Italy,2000,7.49,0.237561573
Italy,2001,7.53,0.23878239
Italy,2002,7.47,0.236869001
Italy,2003,7.72,0.244626704
Italy,2004,7.86,0.249066597
Italy,2005,7.86,0.249330836
Italy,2006,7.83,0.248157833
Italy,2007,7.68,0.243512423
Italy,2008,7.57,0.24013697
Italy,2009,7.07,0.22418297
Italy,2010,7.28,0.230961992
Italy,2011,7.12,0.225594406
Italy,2012,6.92,0.219447634
Italy,2013,6.59,0.209061375
Italy,2014,6.23,0.197551976
Italy,2015,6.37,0.201924092
Italy,2016,6.43,0.20388637
Italy,2017,6.49,0.205895594
Italy,2018,6.53,0.207013618
Italy,2019,6.37,0.202077198
Latvia,1985,0.38,0.012070938
Latvia,1986,0.35,0.01121214
Latvia,1987,0.32,0.010211028
Latvia,1988,0.30,0.009647069
Latvia,1989,0.30,0.009632409
Latvia,1990,0.31,0.009777359
Latvia,1991,0.28,0.009027694
Latvia,1992,0.20,0.006458415
Latvia,1993,0.18,0.005551824
Latvia,1994,0.17,0.005368129
Latvia,1995,0.16,0.005026973
Latvia,1996,0.15,0.004694804
Latvia,1997,0.15,0.004707476
Latvia,1998,0.16,0.005100743
Latvia,1999,0.14,0.004348744
Latvia,2000,0.13,0.004251526
Latvia,2001,0.14,0.004584321
Latvia,2002,0.15,0.004632648
Latvia,2003,0.14,0.004577908
Latvia,2004,0.16,0.005135548
Latvia,2005,0.17,0.005291705
Latvia,2006,0.16,0.005028735
Latvia,2007,0.16,0.005185825
Latvia,2008,0.16,0.00521407
Latvia,2009,0.16,0.004933061
Latvia,2010,0.18,0.005598338
Latvia,2011,0.16,0.004998307
Latvia,2012,0.16,0.00515104
Latvia,2013,0.16,0.004959066
Latvia,2014,0.14,0.004562454
Latvia,2015,0.15,0.004667839
Latvia,2016,0.16,0.004965339
Latvia,2017,0.17,0.00543093
Latvia,2018,0.16,0.004935424
Latvia,2019,0.16,0.005036128
Lithuania,1985,0.65,0.020551773
Lithuania,1986,0.60,0.018955335
Lithuania,1987,0.63,0.019866715
Lithuania,1988,0.66,0.020829021
Lithuania,1989,0.71,0.022543812
Lithuania,1990,0.72,0.022919
Lithuania,1991,0.76,0.024238097
Lithuania,1992,0.47,0.014815787
Lithuania,1993,0.37,0.011577634
Lithuania,1994,0.32,0.010010228
Lithuania,1995,0.35,0.011165242
Lithuania,1996,0.38,0.012144125
Lithuania,1997,0.35,0.011205559
Lithuania,1998,0.38,0.012015953
Lithuania,1999,0.32,0.010000148
Lithuania,2000,0.28,0.008842559
Lithuania,2001,0.33,0.010330952
Lithuania,2002,0.35,0.011012412
Lithuania,2003,0.36,0.011544711
Lithuania,2004,0.37,0.011644648
Lithuania,2005,0.33,0.010592347
Lithuania,2006,0.32,0.010152236
Lithuania,2007,0.35,0.011104429
Lithuania,2008,0.35,0.011005701
Lithuania,2009,0.32,0.010097728
Lithuania,2010,0.24,0.007478242
Lithuania,2011,0.24,0.007761226
Lithuania,2012,0.25,0.00779171
Lithuania,2013,0.23,0.007183626
Lithuania,2014,0.22,0.006928208
Lithuania,2015,0.23,0.007234795
Lithuania,2016,0.23,0.007359504
Lithuania,2017,0.24,0.007766878
Lithuania,2018,0.25,0.007802011
Lithuania,2019,0.24,0.007762627
Luxembourg,1965,0.15,0.00476978
Luxembourg,1966,0.14,0.004570571
Luxembourg,1967,0.14,0.004501223
Luxembourg,1968,0.15,0.00486842
Luxembourg,1969,0.17,0.00523974
Luxembourg,1970,0.17,0.005440609
Luxembourg,1971,0.17,0.005231734
Luxembourg,1972,0.17,0.005394796
Luxembourg,1973,0.18,0.005719218
Luxembourg,1974,0.18,0.005807539
Luxembourg,1975,0.15,0.004824105
Luxembourg,1976,0.15,0.004832213
Luxembourg,1977,0.14,0.004508851
Luxembourg,1978,0.15,0.004690952
Luxembourg,1979,0.15,0.004821661
Luxembourg,1980,0.14,0.004444589
Luxembourg,1981,0.12,0.003800735
Luxembourg,1982,0.11,0.003560989
Luxembourg,1983,0.10,0.003328729
Luxembourg,1984,0.11,0.00358639
Luxembourg,1985,0.12,0.003683115
Luxembourg,1986,0.11,0.003600188
Luxembourg,1987,0.11,0.003401893
Luxembourg,1988,0.11,0.003486531
Luxembourg,1989,0.13,0.004005948
Luxembourg,1990,0.13,0.00423845
Luxembourg,1991,0.14,0.004555118
Luxembourg,1992,0.14,0.004568531
Luxembourg,1993,0.15,0.004628494
Luxembourg,1994,0.14,0.004450192
Luxembourg,1995,0.12,0.0038706
Luxembourg,1996,0.13,0.003981473
Luxembourg,1997,0.12,0.003896328
Luxembourg,1998,0.12,0.003761862
Luxembourg,1999,0.13,0.003975909
Luxembourg,2000,0.13,0.004242426
Luxembourg,2001,0.14,0.004546256
Luxembourg,2002,0.16,0.004970603
Luxembourg,2003,0.16,0.005212709
Luxembourg,2004,0.19,0.005904783
Luxembourg,2005,0.19,0.005992563
Luxembourg,2006,0.19,0.005885684
Luxembourg,2007,0.18,0.005713694
Luxembourg,2008,0.18,0.005671272
Luxembourg,2009,0.17,0.005423612
Luxembourg,2010,0.18,0.005711155
Luxembourg,2011,0.18,0.005563662
Luxembourg,2012,0.17,0.005462121
Luxembourg,2013,0.16,0.005202886
Luxembourg,2014,0.16,0.005039467
Luxembourg,2015,0.15,0.004897734
Luxembourg,2016,0.15,0.004833052
Luxembourg,2017,0.16,0.005038615
Luxembourg,2018,0.17,0.005274061
Luxembourg,2019,0.17,0.005389883
Netherlands,1965,1.49,0.047249725
Netherlands,1966,1.60,0.050607443
Netherlands,1967,1.69,0.053509198
Netherlands,1968,1.89,0.059854446
Netherlands,1969,2.11,0.066745865
Netherlands,1970,2.38,0.075307317
Netherlands,1971,2.50,0.079413165
Netherlands,1972,2.91,0.092239293
Netherlands,1973,3.09,0.098117184
Netherlands,1974,2.94,0.093111656
Netherlands,1975,2.96,0.093859496
Netherlands,1976,3.23,0.102364945
Netherlands,1977,3.17,0.100527583
Netherlands,1978,3.23,0.102548205
Netherlands,1979,3.34,0.105946117
Netherlands,1980,3.14,0.099475957
Netherlands,1981,2.98,0.094329569
Netherlands,1982,2.75,0.087211913
Netherlands,1983,2.76,0.087632346
Netherlands,1984,2.87,0.090986201
Netherlands,1985,2.96,0.093873023
Netherlands,1986,3.11,0.098521576
Netherlands,1987,3.17,0.100550077
Netherlands,1988,3.18,0.10087779
Netherlands,1989,3.20,0.101338063
Netherlands,1990,3.28,0.10389351
Netherlands,1991,3.34,0.105867759
Netherlands,1992,3.38,0.107124624
Netherlands,1993,3.41,0.108014247
Netherlands,1994,3.37,0.106849703
Netherlands,1995,3.51,0.11119909
Netherlands,1996,3.66,0.115992566
Netherlands,1997,3.59,0.113912311
Netherlands,1998,3.62,0.114702356
Netherlands,1999,3.57,0.113304613
Netherlands,2000,3.62,0.114777171
Netherlands,2001,3.76,0.119177989
Netherlands,2002,3.76,0.119200836
Netherlands,2003,3.79,0.120007522
Netherlands,2004,3.91,0.124020794
Netherlands,2005,3.99,0.126579853
Netherlands,2006,3.91,0.123979181
Netherlands,2007,3.98,0.126076218
Netherlands,2008,3.93,0.124489131
Netherlands,2009,3.87,0.122685897
Netherlands,2010,4.10,0.129848292
Netherlands,2011,3.92,0.124282211
Netherlands,2012,3.79,0.120213029
Netherlands,2013,3.68,0.116625852
Netherlands,2014,3.47,0.110152408
Netherlands,2015,3.52,0.111498467
Netherlands,2016,3.58,0.113473131
Netherlands,2017,3.53,0.111947927
Netherlands,2018,3.53,0.111797785
Netherlands,2019,3.51,0.111324311
North Macedonia,1990,0.11,0.003375323
North Macedonia,1991,0.11,0.003343806
North Macedonia,1992,0.11,0.003433922
North Macedonia,1993,0.11,0.003445445
North Macedonia,1994,0.10,0.003232154
North Macedonia,1995,0.10,0.003253878
North Macedonia,1996,0.12,0.003781254
North Macedonia,1997,0.11,0.003407368
North Macedonia,1998,0.12,0.003849957
North Macedonia,1999,0.12,0.003681615
North Macedonia,2000,0.11,0.003497049
North Macedonia,2001,0.10,0.003300165
North Macedonia,2002,0.10,0.003221918
North Macedonia,2003,0.11,0.003622155
North Macedonia,2004,0.11,0.003574689
North Macedonia,2005,0.12,0.003685368
North Macedonia,2006,0.12,0.003744364
North Macedonia,2007,0.12,0.003728698
North Macedonia,2008,0.11,0.003605485
North Macedonia,2009,0.11,0.003543521
North Macedonia,2010,0.12,0.003821634
North Macedonia,2011,0.12,0.003831456
North Macedonia,2012,0.11,0.003560835
North Macedonia,2013,0.11,0.003408244
North Macedonia,2014,0.10,0.003167666
North Macedonia,2015,0.10,0.003326284
North Macedonia,2016,0.11,0.003451187
North Macedonia,2017,0.11,0.003332377
North Macedonia,2018,0.10,0.003314902
North Macedonia,2019,0.11,0.003547185
Norway,1965,0.74,0.023576988
Norway,1966,0.76,0.02415883
Norway,1967,0.82,0.025924784
Norway,1968,0.92,0.029034805
Norway,1969,0.92,0.029138423
Norway,1970,0.96,0.030537429
Norway,1971,1.01,0.032076912
Norway,1972,1.07,0.034010695
Norway,1973,1.14,0.036009854
Norway,1974,1.14,0.036276731
Norway,1975,1.16,0.036815014
Norway,1976,1.24,0.039393456
Norway,1977,1.15,0.036349848
Norway,1978,1.29,0.040792364
Norway,1979,1.38,0.043637549
Norway,1980,1.31,0.041537808
Norway,1981,1.38,0.043776933
Norway,1982,1.36,0.043247998
Norway,1983,1.50,0.047462418
Norway,1984,1.52,0.048080398
Norway,1985,1.50,0.04760752
Norway,1986,1.47,0.046522842
Norway,1987,1.54,0.048833328
Norway,1988,1.59,0.050287845
Norway,1989,1.69,0.053527128
Norway,1990,1.70,0.054056939
Norway,1991,1.57,0.049875846
Norway,1992,1.66,0.052511767
Norway,1993,1.71,0.054212558
Norway,1994,1.65,0.052431226
Norway,1995,1.75,0.05557415
Norway,1996,1.61,0.051131835
Norway,1997,1.70,0.053746444
Norway,1998,1.76,0.055862622
Norway,1999,1.81,0.057289171
Norway,2000,2.00,0.063346011
Norway,2001,1.81,0.05746267
Norway,2002,1.88,0.059713179
Norway,2003,1.67,0.052881251
Norway,2004,1.70,0.053843857
Norway,2005,1.93,0.061290526
Norway,2006,1.77,0.056202345
Norway,2007,1.90,0.060266251
Norway,2008,1.95,0.061684074
Norway,2009,1.80,0.057012349
Norway,2010,1.74,0.055084226
Norway,2011,1.76,0.05567993
Norway,2012,1.95,0.061684819
Norway,2013,1.82,0.057724089
Norway,2014,1.87,0.059284225
Norway,2015,1.89,0.06005412
Norway,2016,1.91,0.06069229
Norway,2017,1.92,0.060933584
Norway,2018,1.90,0.060375933
Norway,2019,1.77,0.056018126
Poland,1965,2.79,0.08855976
Poland,1966,2.85,0.090285564
Poland,1967,2.93,0.092923161
Poland,1968,3.15,0.100006398
Poland,1969,3.37,0.106822766
Poland,1970,3.56,0.112723069
Poland,1971,3.67,0.116288959
Poland,1972,3.87,0.122652564
Poland,1973,3.94,0.124951111
Poland,1974,4.07,0.129067953
Poland,1975,4.39,0.139231805
Poland,1976,4.63,0.146688143
Poland,1977,4.82,0.152943487
Poland,1978,5.06,0.160585129
Poland,1979,5.14,0.162973535
Poland,1980,5.38,0.170652599
Poland,1981,4.85,0.153859266
Poland,1982,4.94,0.156677655
Poland,1983,4.96,0.157391444
Poland,1984,5.16,0.16362326
Poland,1985,5.28,0.1673242
Poland,1986,5.43,0.172047803
Poland,1987,5.60,0.177632366
Poland,1988,5.50,0.174241023
Poland,1989,5.29,0.167694745
Poland,1990,4.36,0.138116388
Poland,1991,4.26,0.135128316
Poland,1992,4.08,0.129216549
Poland,1993,4.07,0.12915663
Poland,1994,3.90,0.123597143
Poland,1995,3.99,0.126508661
Poland,1996,4.19,0.132808351
Poland,1997,4.15,0.131503734
Poland,1998,3.97,0.12597646
Poland,1999,3.90,0.12352941
Poland,2000,3.66,0.116087403
Poland,2001,3.64,0.115264826
Poland,2002,3.60,0.114023556
Poland,2003,3.72,0.117986933
Poland,2004,3.75,0.118755069
Poland,2005,3.83,0.121354843
Poland,2006,4.02,0.127333851
Poland,2007,4.00,0.12692452
Poland,2008,4.07,0.129080317
Poland,2009,3.92,0.124432834
Poland,2010,4.18,0.132611893
Poland,2011,4.20,0.133264319
Poland,2012,4.08,0.129205246
Poland,2013,4.09,0.129572528
Poland,2014,3.93,0.12475032
Poland,2015,3.98,0.126054807
Poland,2016,4.15,0.131603877
Poland,2017,4.32,0.136818178
Poland,2018,4.38,0.138970382
Poland,2019,4.28,0.135598453
Portugual,1965,0.18,0.005596452
Portugual,1966,0.19,0.006109746
Portugual,1967,0.21,0.006537078
Portugual,1968,0.21,0.006662751
Portugual,1969,0.23,0.007203225
Portugual,1970,0.27,0.008647899
Portugual,1971,0.30,0.009529166
Portugual,1972,0.33,0.010353754
Portugual,1973,0.36,0.011451508
Portugual,1974,0.38,0.011985325
Portugual,1975,0.38,0.011936907
Portugual,1976,0.37,0.011845192
Portugual,1977,0.42,0.013336184
Portugual,1978,0.44,0.014039802
Portugual,1979,0.47,0.014894461
Portugual,1980,0.46,0.014522822
Portugual,1981,0.45,0.014317104
Portugual,1982,0.49,0.015462983
Portugual,1983,0.50,0.015992312
Portugual,1984,0.52,0.016632937
Portugual,1985,0.53,0.016948984
Portugual,1986,0.57,0.017995324
Portugual,1987,0.58,0.018407224
Portugual,1988,0.64,0.020383112
Portugual,1989,0.70,0.022160979
Portugual,1990,0.71,0.022432912
Portugual,1991,0.73,0.023284347
Portugual,1992,0.74,0.023618339
Portugual,1993,0.76,0.024227859
Portugual,1994,0.79,0.025067043
Portugual,1995,0.87,0.027541825
Portugual,1996,0.89,0.028277259
Portugual,1997,0.91,0.028719384
Portugual,1998,0.99,0.031359252
Portugual,1999,1.02,0.032189293
Portugual,2000,1.05,0.033183086
Portugual,2001,1.06,0.033618135
Portugual,2002,1.06,0.033477594
Portugual,2003,1.08,0.034225879
Portugual,2004,1.06,0.033660382
Portugual,2005,1.06,0.033670953
Portugual,2006,1.05,0.033273135
Portugual,2007,1.06,0.033515603
Portugual,2008,1.02,0.032366763
Portugual,2009,1.03,0.032566378
Portugual,2010,1.08,0.034156729
Portugual,2011,1.03,0.032616897
Portugual,2012,0.94,0.029819011
Portugual,2013,1.03,0.032589966
Portugual,2014,1.03,0.032805525
Portugual,2015,1.03,0.032617624
Portugual,2016,1.08,0.034336052
Portugual,2017,1.07,0.034055832
Portugual,2018,1.08,0.0341461
Portugual,2019,1.04,0.033064887
Romania,1965,1.00,0.031792862
Romania,1966,1.07,0.033909442
Romania,1967,1.19,0.037834127
Romania,1968,1.27,0.040257431
Romania,1969,1.46,0.046274329
Romania,1970,1.55,0.049253327
Romania,1971,1.65,0.052249074
Romania,1972,1.74,0.055011275
Romania,1973,1.89,0.059863555
Romania,1974,1.90,0.060263622
Romania,1975,2.07,0.065726052
Romania,1976,2.24,0.07086883
Romania,1977,2.37,0.075134966
Romania,1978,2.55,0.080908889
Romania,1979,2.60,0.082499158
Romania,1980,2.63,0.083275041
Romania,1981,2.63,0.083471668
Romania,1982,2.61,0.082769106
Romania,1983,2.59,0.082227557
Romania,1984,2.57,0.081607084
Romania,1985,2.57,0.081339645
Romania,1986,2.62,0.083111097
Romania,1987,2.72,0.086188634
Romania,1988,2.77,0.087715738
Romania,1989,2.77,0.087891365
Romania,1990,2.64,0.083684597
Romania,1991,2.24,0.070976142
Romania,1992,1.97,0.062614918
Romania,1993,1.92,0.060829416
Romania,1994,1.81,0.057357207
Romania,1995,1.99,0.062984144
Romania,1996,1.97,0.062605677
Romania,1997,1.87,0.059337262
Romania,1998,1.71,0.054232876
Romania,1999,1.50,0.047663208
Romania,2000,1.50,0.04763752
Romania,2001,1.52,0.048181655
Romania,2002,1.58,0.050009851
Romania,2003,1.58,0.050065018
Romania,2004,1.63,0.051833113
Romania,2005,1.64,0.051872963
Romania,2006,1.67,0.052976293
Romania,2007,1.61,0.051134656
Romania,2008,1.62,0.051234075
Romania,2009,1.41,0.044744019
Romania,2010,1.42,0.045068515
Romania,2011,1.46,0.046254185
Romania,2012,1.40,0.04449067
Romania,2013,1.31,0.041387242
Romania,2014,1.35,0.042864232
Romania,2015,1.36,0.043069077
Romania,2016,1.36,0.043072556
Romania,2017,1.38,0.043857696
Romania,2018,1.41,0.044678472
Romania,2019,1.37,0.043466522
Slovakia,1965,0.38,0.012148897
Slovakia,1966,0.40,0.012578524
Slovakia,1967,0.40,0.012650982
Slovakia,1968,0.44,0.013969107
Slovakia,1969,0.46,0.014596632
Slovakia,1970,0.51,0.016137344
Slovakia,1971,0.55,0.017310086
Slovakia,1972,0.57,0.018204178
Slovakia,1973,0.60,0.018943418
Slovakia,1974,0.63,0.019918774
Slovakia,1975,0.66,0.020855297
Slovakia,1976,0.68,0.021635333
Slovakia,1977,0.72,0.022736994
Slovakia,1978,0.75,0.023860503
Slovakia,1979,0.77,0.024543148
Slovakia,1980,0.79,0.024925655
Slovakia,1981,0.78,0.024732433
Slovakia,1982,0.77,0.024467186
Slovakia,1983,0.77,0.024533844
Slovakia,1984,0.83,0.026433433
Slovakia,1985,0.86,0.027248523
Slovakia,1986,0.85,0.027004955
Slovakia,1987,0.87,0.027613303
Slovakia,1988,0.88,0.027755763
Slovakia,1989,0.89,0.028146906
Slovakia,1990,0.89,0.028226766
Slovakia,1991,0.80,0.025252258
Slovakia,1992,0.77,0.024281741
Slovakia,1993,0.75,0.023817601
Slovakia,1994,0.74,0.023434289
Slovakia,1995,0.75,0.023763141
Slovakia,1996,0.76,0.023943643
Slovakia,1997,0.74,0.023505193
Slovakia,1998,0.75,0.023749907
Slovakia,1999,0.75,0.023936232
Slovakia,2000,0.78,0.024704041
Slovakia,2001,0.80,0.025407654
Slovakia,2002,0.81,0.025609519
Slovakia,2003,0.78,0.024843305
Slovakia,2004,0.76,0.024186041
Slovakia,2005,0.80,0.025494169
Slovakia,2006,0.78,0.024587461
Slovakia,2007,0.73,0.023061579
Slovakia,2008,0.75,0.023864771
Slovakia,2009,0.69,0.021727827
Slovakia,2010,0.73,0.023134707
Slovakia,2011,0.70,0.022244004
Slovakia,2012,0.67,0.021361192
Slovakia,2013,0.69,0.021888996
Slovakia,2014,0.64,0.020390224
Slovakia,2015,0.65,0.020581941
Slovakia,2016,0.65,0.020667935
Slovakia,2017,0.69,0.021857963
Slovakia,2018,0.68,0.021512637
Slovakia,2019,0.66,0.020839963
Slovenia,1990,0.25,0.00781737
Slovenia,1991,0.25,0.00781488
Slovenia,1992,0.23,0.007308493
Slovenia,1993,0.24,0.007519342
Slovenia,1994,0.25,0.007997308
Slovenia,1995,0.27,0.008404115
Slovenia,1996,0.28,0.008814909
Slovenia,1997,0.28,0.009026075
Slovenia,1998,0.29,0.009044263
Slovenia,1999,0.28,0.008944535
Slovenia,2000,0.28,0.008860263
Slovenia,2001,0.29,0.00926531
Slovenia,2002,0.29,0.009224577
Slovenia,2003,0.29,0.009054908
Slovenia,2004,0.30,0.009597934
Slovenia,2005,0.30,0.009609591
Slovenia,2006,0.31,0.009697933
Slovenia,2007,0.30,0.009647958
Slovenia,2008,0.33,0.010551454
Slovenia,2009,0.31,0.009733481
Slovenia,2010,0.31,0.009753737
Slovenia,2011,0.30,0.009477473
Slovenia,2012,0.29,0.009201567
Slovenia,2013,0.29,0.009088913
Slovenia,2014,0.29,0.009292873
Slovenia,2015,0.27,0.008409859
Slovenia,2016,0.28,0.008983451
Slovenia,2017,0.29,0.00909034
Slovenia,2018,0.29,0.00926725
Slovenia,2019,0.28,0.008885921
Spain,1965,1.20,0.038109148
Spain,1966,1.36,0.043021679
Spain,1967,1.47,0.04651029
Spain,1968,1.54,0.04892573
Spain,1969,1.74,0.055321107
Spain,1970,1.89,0.059776534
Spain,1971,2.07,0.065782366
Spain,1972,2.24,0.071097937
Spain,1973,2.46,0.078031454
Spain,1974,2.56,0.081203935
Spain,1975,2.63,0.083512279
Spain,1976,2.82,0.089376632
Spain,1977,2.91,0.092298834
Spain,1978,2.92,0.092662665
Spain,1979,3.15,0.09975135
Spain,1980,3.17,0.100587776
Spain,1981,3.20,0.101532536
Spain,1982,3.20,0.101397568
Spain,1983,3.27,0.103783354
Spain,1984,3.32,0.105276076
Spain,1985,3.29,0.104409979
Spain,1986,3.36,0.106662671
Spain,1987,3.49,0.110574518
Spain,1988,3.64,0.115302183
Spain,1989,3.82,0.121140631
Spain,1990,3.82,0.121089105
Spain,1991,3.95,0.125351063
Spain,1992,4.15,0.131579586
Spain,1993,4.01,0.127196326
Spain,1994,4.20,0.133163981
Spain,1995,4.36,0.138380527
Spain,1996,4.53,0.143563509
Spain,1997,4.78,0.151594069
Spain,1998,5.01,0.15881554
Spain,1999,5.17,0.163890632
Spain,2000,5.46,0.173236512
Spain,2001,5.71,0.181160284
Spain,2002,5.78,0.183343517
Spain,2003,6.12,0.19402005
Spain,2004,6.37,0.201822741
Spain,2005,6.42,0.203579639
Spain,2006,6.51,0.206438783
Spain,2007,6.64,0.210554109
Spain,2008,6.45,0.204581455
Spain,2009,5.97,0.189129891
Spain,2010,6.11,0.193807695
Spain,2011,6.00,0.19017004
Spain,2012,5.97,0.189130885
Spain,2013,5.65,0.17903292
Spain,2014,5.54,0.175615824
Spain,2015,5.61,0.177953102
Spain,2016,5.66,0.179612017
Spain,2017,5.74,0.181960193
Spain,2018,5.82,0.184477907
Spain,2019,5.72,0.181399822
Sweden,1965,1.38,0.043902317
Sweden,1966,1.48,0.04689821
Sweden,1967,1.51,0.047982682
Sweden,1968,1.62,0.051319344
Sweden,1969,1.62,0.051457861
Sweden,1970,1.72,0.054677553
Sweden,1971,1.75,0.055464274
Sweden,1972,1.80,0.057116963
Sweden,1973,1.90,0.060359965
Sweden,1974,1.76,0.055816571
Sweden,1975,1.87,0.059159345
Sweden,1976,1.99,0.062984814
Sweden,1977,1.96,0.062143212
Sweden,1978,2.28,0.072360416
Sweden,1979,2.41,0.076333388
Sweden,1980,2.26,0.071748653
Sweden,1981,2.24,0.071080693
Sweden,1982,2.13,0.06760334
Sweden,1983,2.11,0.066991552
Sweden,1984,2.23,0.070845938
Sweden,1985,2.43,0.077005963
Sweden,1986,2.52,0.080011217
Sweden,1987,2.46,0.078090081
Sweden,1988,2.41,0.076292991
Sweden,1989,2.35,0.074549991
Sweden,1990,2.39,0.075839431
Sweden,1991,2.27,0.071954274
Sweden,1992,2.28,0.072365798
Sweden,1993,2.26,0.071566614
Sweden,1994,2.26,0.071810656
Sweden,1995,2.29,0.072486325
Sweden,1996,2.23,0.070696496
Sweden,1997,2.30,0.072892518
Sweden,1998,2.49,0.078909661
Sweden,1999,2.42,0.076619272
Sweden,2000,2.23,0.070788109
Sweden,2001,2.40,0.075996399
Sweden,2002,2.25,0.071254493
Sweden,2003,2.16,0.068437744
Sweden,2004,2.32,0.073494813
Sweden,2005,2.38,0.075373111
Sweden,2006,2.24,0.070872752
Sweden,2007,2.26,0.071786065
Sweden,2008,2.23,0.070561768
Sweden,2009,2.04,0.064611644
Sweden,2010,2.16,0.068465403
Sweden,2011,2.13,0.067630286
Sweden,2012,2.26,0.071636633
Sweden,2013,2.12,0.067249386
Sweden,2014,2.11,0.066926218
Sweden,2015,2.18,0.068994907
Sweden,2016,2.14,0.067900213
Sweden,2017,2.21,0.07007216
Sweden,2018,2.17,0.068691813
Sweden,2019,2.24,0.071075734
Switzerland,1965,0.64,0.020334156
Switzerland,1966,0.69,0.021820581
Switzerland,1967,0.73,0.023295466
Switzerland,1968,0.77,0.024505737
Switzerland,1969,0.80,0.025393419
Switzerland,1970,0.88,0.027819772
Switzerland,1971,0.90,0.028486738
Switzerland,1972,0.89,0.028134449
Switzerland,1973,0.98,0.031104439
Switzerland,1974,0.94,0.029678274
Switzerland,1975,0.97,0.030738005
Switzerland,1976,0.93,0.029451785
Switzerland,1977,1.03,0.032605068
Switzerland,1978,1.01,0.032163896
Switzerland,1979,1.01,0.032055955
Switzerland,1980,1.08,0.034276886
Switzerland,1981,1.08,0.034190696
Switzerland,1982,1.06,0.033469486
Switzerland,1983,1.10,0.034855043
Switzerland,1984,1.07,0.033832961
Switzerland,1985,1.14,0.036130469
Switzerland,1986,1.20,0.037944621
Switzerland,1987,1.19,0.037674522
Switzerland,1988,1.20,0.037947021
Switzerland,1989,1.12,0.035526659
Switzerland,1990,1.17,0.037061674
Switzerland,1991,1.20,0.038040881
Switzerland,1992,1.22,0.038648264
Switzerland,1993,1.21,0.038519334
Switzerland,1994,1.28,0.040439988
Switzerland,1995,1.21,0.038348607
Switzerland,1996,1.17,0.037140455
Switzerland,1997,1.25,0.039656282
Switzerland,1998,1.26,0.039892958
Switzerland,1999,1.31,0.041600212
Switzerland,2000,1.28,0.040613347
Switzerland,2001,1.37,0.043351479
Switzerland,2002,1.27,0.040407544
Switzerland,2003,1.26,0.039973246
Switzerland,2004,1.24,0.039405039
Switzerland,2005,1.19,0.037838577
Switzerland,2006,1.24,0.039380173
Switzerland,2007,1.23,0.038845386
Switzerland,2008,1.27,0.040154885
Switzerland,2009,1.26,0.040045951
Switzerland,2010,1.23,0.038974514
Switzerland,2011,1.17,0.037009846
Switzerland,2012,1.23,0.039046394
Switzerland,2013,1.26,0.040079163
Switzerland,2014,1.21,0.038206336
Switzerland,2015,1.18,0.037362336
Switzerland,2016,1.11,0.035150707
Switzerland,2017,1.11,0.035234491
Switzerland,2018,1.13,0.035765287
Switzerland,2019,1.13,0.03583262
Turkey,1965,0.33,0.01038697
Turkey,1966,0.38,0.011921621
Turkey,1967,0.39,0.012332348
Turkey,1968,0.45,0.014357024
Turkey,1969,0.49,0.015675606
Turkey,1970,0.53,0.016672604
Turkey,1971,0.58,0.018473531
Turkey,1972,0.65,0.020634271
Turkey,1973,0.74,0.023405088
Turkey,1974,0.75,0.023854193
Turkey,1975,0.84,0.026541935
Turkey,1976,0.94,0.029862346
Turkey,1977,1.03,0.032696432
Turkey,1978,1.09,0.034561144
Turkey,1979,1.03,0.032570974
Turkey,1980,1.07,0.033832199
Turkey,1981,1.08,0.034114725
Turkey,1982,1.17,0.037226148
Turkey,1983,1.22,0.038543019
Turkey,1984,1.28,0.040553811
Turkey,1985,1.38,0.04382248
Turkey,1986,1.51,0.047776195
Turkey,1987,1.71,0.05435995
Turkey,1988,1.88,0.059603451
Turkey,1989,1.85,0.058713316
Turkey,1990,2.01,0.063672861
Turkey,1991,2.05,0.065018543
Turkey,1992,2.15,0.068314956
